{'短评内容': '很好', '短评打分': 5}
{'短评内容': '前台服务很好，早餐很好吃，周边吃的也很多，不错', '短评打分': 5}
{'短评内容': '很好的选择', '短评打分': 5}
{'短评内容': '不错。', '短评打分': 5}
{'短评内容': '服务态度好', '短评打分': 5}
{'短评内容': '尚可', '短评打分': 4}
{'短评内容': '还可以，还可以', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '一般般。设备比较旧，洗手间下水不好，臭臭的。', '短评打分': 4}
{'短评内容': '所在地周边比较冷清，早餐品种太少', '短评打分': 4}
{'短评内容': '还不错……干净……环境还好……', '短评打分': 5}
{'短评内容': '房间比较干净，床单每天都换，但卫生间洗澡没隔开，一洗澡全是水', '短评打分': 5}
{'短评内容': '各方面都不错，很好！', '短评打分': 4}
{'短评内容': '价格可以，位置不错，还有美食街。', '短评打分': 5}
