{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还行吧，主要是位置好。', '短评打分': 5}
{'短评内容': '酒店地方比较方便，离武昌站很近，地理位置很好 交通很方便。卫生做的还不错，浴室龙还可以，设施有点陈旧，不过价格实惠', '短评打分': 4}
{'短评内容': '作为这个价位，作为商务型的，应该还是满意的', '短评打分': 4}
{'短评内容': '原来的就餐取消了有点不方便，希望能恢复。', '短评打分': 4}
{'短评内容': '经济实惠，网络信号不好', '短评打分': 4}
{'短评内容': '都还可以，就是没有网络，上网不方便', '短评打分': 5}
{'短评内容': '还可以，交通便利，设施稍微老化，但这价格可以了。', '短评打分': 5}
{'短评内容': '环境一般，胜在交通方便，有免费早餐', '短评打分': 4}
{'短评内容': '就那样吧', '短评打分': 2}
{'短评内容': '好好好好好好', '短评打分': 5}
{'短评内容': '酒店配置比较老旧，电梯有很重的味道。感觉不是五月花的，是承包下来自己开的。总体感觉一般', '短评打分': 4}
{'短评内容': '非常一般，设施陈旧，服务态度欠佳，有的房间还有异味，总体性价比不高，唯一的优点是离傅家坡汽车站近…', '短评打分': 3}
{'短评内容': '酒店不怎么样，价格倒是不便宜下次不好会住这个酒店的', '短评打分': 3}
{'短评内容': '条件差', '短评打分': 3}
{'短评内容': '1、该酒店虽在付家坡汽车客运站正对面，可是中间有栏杆，行人不能直接穿越。\n2、离武昌火车站及火车站旁边的宏基客运站也不远。\n3、故：付家坡、宏基及火车站离此店虽都不远，也需要乘的士过来。另：在火车站租车，不宜讨价还价的。', '短评打分': 5}
{'短评内容': '总得来说还是不错的就是隔音效果不是很好！', '短评打分': 5}
{'短评内容': '房间小，空气质量不好', '短评打分': 3}
{'短评内容': '交通很方便！环境也还是不错的…服务态度很好！', '短评打分': 5}
{'短评内容': '房间小 空调效果差 服务态度差 有点胜在地理位置好', '短评打分': 1}
{'短评内容': '房间好小...', '短评打分': 3}
{'短评内容': ' 房间卫生间好破好脏  水流很小  洗澡极不方便  晚上噪音太大无法入眠  实在对不住这个价钱   下次再也不来', '短评打分': 3}
{'短评内容': '条件不怎么样，失望中.', '短评打分': 3}
{'短评内容': '，硬件设施比较差！', '短评打分': 3}
{'短评内容': '方便快捷，就是付家坡车站对面，还不错，就是房间有点小，设施还是比较全的。', '短评打分': 5}
{'短评内容': '房间小设施差招待所的标准,酒店的价格,不是迫不得以,不选这里', '短评打分': 3}
{'短评内容': '卫生可以，空间小，离大厅远，总体一般，用的东西贵。', '短评打分': 5}
{'短评内容': '不错，交通很方便,房间比较卫生，只是面积很小', '短评打分': 5}
{'短评内容': '前台的服务挺好，早上6点左右退房时等的时间太长了。', '短评打分': 5}
{'短评内容': '环境还不错！服务态度也不错！交通便利！出行好选择', '短评打分': 5}
{'短评内容': '不错，环境一般，不过洗澡水很好，也比较干净。\n\n', '短评打分': 5}
{'短评内容': '第2次入住，前台的人对应挺好的，以后还会住。', '短评打分': 5}
{'短评内容': '普通的酒店。前台的对应还好。打扫的挺干净的。', '短评打分': 5}
{'短评内容': '房间比较小  设施陈旧', '短评打分': 3}
{'短评内容': '交通非常方便，服务还好；但设施较旧，房间面积小，窗外就是一堵墙，采光很差。总感觉屋内有异味。', '短评打分': 1}
{'短评内容': '就是交通方便,这个价格没早餐没电脑有点缺憾.', '短评打分': 3}
{'短评内容': '谢谢', '短评打分': 3}
{'短评内容': ' 条件一般,服务欠佳。', '短评打分': 3}
{'短评内容': '地理位置还可以,出行蛮方便,离长途客运站和火车站都蛮近的.就是房间太小了.感觉很旧,其实也还算蛮干净的.价格便宜,算还是不错的平价酒店了.', '短评打分': 5}
{'短评内容': '200块钱住一晚和西安的这个档次的酒店差远了。', '短评打分': 1}
{'短评内容': '给从西安比赛回来的孩子及带队老师订的，听说所订房间很小，且无电梯。但就该酒店所处位置（过地下人行通道即到达付家坡汽车站）以及价格上看，应为不错之选。', '短评打分': 5}
{'短评内容': ' 经济实惠、很舒适，下回有机会再去！', '短评打分': 3}
{'短评内容': '房间比较干净，就是装修太老了，实在是太老了！！！看上去都是十几年的装潢，房间的电视机也是纯屏的。面积貌似也没有宣传中的大。不过离傅家坡长途车站很近，走过地下通道就是了。机场大巴接驳很方便。', '短评打分': 1}
{'短评内容': '很是一般，和网上看的不一样', '短评打分': 3}
{'短评内容': '住的这个房间太潮湿，而且房子里面有股说不上来的味道。', '短评打分': 1}
{'短评内容': '为了第二天一早在付家坡汽车站上车，住这里较方便，价位和设施、服务还算一致，就是早餐要到五星级那边餐厅去吃，价位较高，68元/位，当然附近吃饭也方便。总体还可以。', '短评打分': 5}
{'短评内容': '酒店卫生还可以，可是潮湿，装修至少10年以上，性价比实在不怎么样，原以为酒店会很好，可去了之后真的好失望。', '短评打分': 1}
{'短评内容': '酒店大厅比较小，电梯间小，房间还不错。就是早餐没有不方便。', '短评打分': 3}
{'短评内容': '不错，环境一般，不过洗澡水很好，也比较干净。', '短评打分': 3}
{'短评内容': '挺好 挺经济的 也很干净', '短评打分': 3}
