{'短评内容': '很好', '短评打分': 5}
{'短评内容': '早餐吃的很好，房间也不错，又大又宽，吃、喝、玩，都方便，挺好的！', '短评打分': 5}
{'短评内容': '早餐吃的很好，房间也不错，又大又宽，吃、喝、玩，都方便，挺好的！早餐吃的很好，房间也不错，又大又宽，吃、喝、玩，都方便，挺好的！', '短评打分': 5}
{'短评内容': '挺好的 干净整洁', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '房间非常好，比我后面住的五星级标间还好，智能马桶，有浴缸有淋浴，服务态度也好，他家的饮食也不错哦！', '短评打分': 5}
{'短评内容': '出行方便，房间比较大，床整洁干净，最喜欢卫生间的马桶，超级爽！', '短评打分': 5}
{'短评内容': 'hxhsssjxhssxxjdzxhh,hchxjxj,jjdjsj,jzksk,j,jdk,jxisdxckxjdsiixi,', '短评打分': 4}
{'短评内容': '来珠海都住这里', '短评打分': 5}
{'短评内容': '位置优越，早餐也不錯，服务普通而且门的格音不好， 外面的噪音听的很淸楚..晩上的网速明显比白天惯了很多', '短评打分': 4}
{'短评内容': '环境好，服务态度好', '短评打分': 5}
{'短评内容': '环境好，服务态度不错', '短评打分': 5}
{'短评内容': '酒店房间特别干净，宝贝一到酒店兴奋极了，第二天的早餐也很丰富，我们是第二天要过关去拱北，选择这间酒店果然没选错，交通方便，周边又很热闹', '短评打分': 5}
{'短评内容': '每次來都住這裡 環境好 附近吃東西也方便 到華發新都 圓明新園都不遠', '短评打分': 4}
{'短评内容': '帮朋友订的，应该还不错吧。', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '房間很舒適，正好是我喜歡的格調', '短评打分': 5}
{'短评内容': '酒店还行，房间不算多', '短评打分': 5}
{'短评内容': '距离口岸不远，打的也就起步价，酒店本身环境也不错，值得入住。', '短评打分': 5}
{'短评内容': '酒店位置和环境都好，房间也干净，没有噪音，只是面积小了点，大床不是加大的。另外，洗澡间地面做得不好，水流不去，积水太多。', '短评打分': 3}
{'短评内容': '干净，酒店本身有餐厅，附近有大排档，临近拱北，很好的酒店', '短评打分': 5}
{'短评内容': '酒店隔音不是很好，很吵的，厕所门都是坏的关不上的，不过离关口比较近，酒店还是很新的，比其他的要好点吧。。。其他还是可以的', '短评打分': 5}
{'短评内容': '各方面都挺好的， 就是早茶时间7：30才开始，有点晚了。', '短评打分': 5}
{'短评内容': '离拱北口岸很近，打车不跳即到。房间跟一般，设施也比较旧但算是舒服。就是隔音不是太好，不是一次性拖鞋，很不卫生；較容易染上香港脚病菌。酒店真的是很一般，附近好多不错的餐馆，方便。牙刷等物要另計錢真的不爽。', '短评打分': 5}
{'短评内容': '酒店硬件很不错，还有海鲜餐馆', '短评打分': 3}
{'短评内容': '离拱北比较近，环境也还好，旁边的海鲜很好吃', '短评打分': 5}
{'短评内容': '房间不错，卧室与洗手间之间的玻璃门是两点。但是酒店真的是很一般，去附近吃吧，好多不错的餐馆。', '短评打分': 5}
{'短评内容': '离拱北口岸很近，打车10元即到，出关很方便。房间很大，设施也比较新，订的大床房，那床相当大，横宽大约2米2，很舒服。就是隔音不是太好，拖鞋很不舒服。', '短评打分': 5}
{'短评内容': '酒店挺不错，房间装修的挺好，设施挺齐全，有的还配备电脑的，餐厅的饭菜也挺便宜的，这次住的挺满意的。', '短评打分': 5}
{'短评内容': '房间宽敞明亮，设施齐全，卫生打扫的也很好，住的挺舒适，服务热情周到，感觉挺贴心。', '短评打分': 3}
{'短评内容': '大堂设计的简单点，卫生方面还不错，服务态度也很好，见面都会主动打招呼，设施挺齐全，总体感觉挺不错。', '短评打分': 3}
{'短评内容': '服务人员态度很好，房间里很干净，设施很齐全，质量也很好，床也很大很舒适。', '短评打分': 3}
{'短评内容': '酒店位置挺好，出行挺方便，环境宽敞干净，住的也挺舒适，价格上也能接受。', '短评打分': 5}
{'短评内容': '房间挺大，床也挺大挺舒适，窗户也挺大，采光很好，设施挺齐全，还能上网，感觉挺不错。', '短评打分': 5}
{'短评内容': '酒店干净卫生，设施完善，服务周到，值得推荐。', '短评打分': 5}
{'短评内容': '房间装修的简洁大方，面积挺大，打扫的挺干净，让人感觉很舒适。', '短评打分': 5}
{'短评内容': '酒店的服务非常的细心周到，房间蛮大的，浴室设施很好，还配备了按摩浴缸，让我很惊喜，住着也很舒适。', '短评打分': 5}
{'短评内容': '楼层总共7层，内部装修的挺好也挺干净，前台服务也挺热情，位置也不错，出行挺方便。', '短评打分': 5}
