{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '入住很快！高楼层！房间还行！床上有头发，WI-FI半格信号，等于没有！半夜停电两次！(没法睡)！早上起来没冷水！马桶没水冲，用开水洗脸刷牙的！隔音太差！马路上的汽车声和过道有人走路都能听很清楚！', '短评打分': 4}
{'短评内容': '位置蛮好', '短评打分': 4}
{'短评内容': '好好好好好好好好好好好。。。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还行，就是厕所下水管隔音不好，楼上冲厕所哗哗响', '短评打分': 4}
{'短评内容': '服务不错 环境还可以', '短评打分': 5}
{'短评内容': '还没入住，先好评，以后追评。', '短评打分': 5}
{'短评内容': '还不错，就是价格贵了点，对于这个房', '短评打分': 3}
{'短评内容': '挺好的，虽然小了一点，但是价格很好！', '短评打分': 5}
{'短评内容': '总的来说还可以 服务也很好 价格也很便宜', '短评打分': 5}
{'短评内容': '这个价格，总体还不错吧！', '短评打分': 4}
{'短评内容': '环境好，干净，离火车南站很近', '短评打分': 5}
{'短评内容': '房间很小，其他还行。', '短评打分': 3}
{'短评内容': '环境幽雅，离火车站很近', '短评打分': 5}
{'短评内容': '整体很满意', '短评打分': 5}
{'短评内容': '我的时候居然房间内部的电话不能打？而且卫生间排水不好。', '短评打分': 4}
{'短评内容': '整体感觉不错，下次还去的', '短评打分': 5}
{'短评内容': '前台服务恶劣不给刷卡还出口恶语', '短评打分': 2}
{'短评内容': '不错，经常住这里，还会继续住的。', '短评打分': 5}
{'短评内容': '出火车站右行过一个十字路口前行200米就到了，位置较安静，比车站边闹哄哄的环境好多了。十一到桂林旅游提前在京东订的房，很方便。楼下有一家阿牛米粉店，风味很地道，解决了俺们每天的早餐问题。米粉店楼上有一家餐厅价格也很实惠的味道也不错。酒店要刷房卡才能进电梯感觉很安全的，服务什么的都还不错就是酒店有些旧了。', '短评打分': 5}
{'短评内容': '我喜欢的酒店 门脸不大 但很舒适', '短评打分': 5}
{'短评内容': '很干净，连锁做的不错！配套好，就是有蟑螂，唯一的缺点！其他的都不错！', '短评打分': 5}
{'短评内容': '位置是闹中取静，离火车站汽车站都不远，但是房间实在是太小了。', '短评打分': 5}
{'短评内容': '条件还好，洗手间比较宽敞，电梯房，楼层也较高，视野开阔。但美中不足的：前台MM态度似乎不那么好，有点冷淡；前台旁边那个介绍旅游的MM也是专心打着她的手工艺品；房间里缺少晾衣服的地方；上网速度很慢；电脑桌不应该放在电视机前面。总的说来还是性价比很高。', '短评打分': 5}
{'短评内容': '条件还好，洗手间比较宽敞，电梯房，楼层也较高，视野开阔。但美中不足的：前台MM态度似乎不那么好，回答问题有点冷淡；前台旁边那个介绍旅游的MM也是专心打着她的手工艺品；房间里缺少晾衣服的地方。', '短评打分': 5}
{'短评内容': '酒店干净整洁,这是第二次入住,这次入住的豪标才是真正的豪标房,带阳台洗涮间宽敞,满意.上次的豪标只能算普标,感觉上次的真不值.', '短评打分': 5}
{'短评内容': '酒店卫生条件不错,干净整洁.只是不足的是我订的是豪标,但电视还是旧款大电视,房间小.感觉跟普标房差不多.贵了.', '短评打分': 5}
{'短评内容': '性价比很好', '短评打分': 3}
{'短评内容': '比较满意推', '短评打分': 3}
{'短评内容': '豪华标间，房间干净带阳台，卫生间和洗浴分开，入住很舒服，很好！提点建议：贵重物品没有寄存服务、房间宽带网速较慢！', '短评打分': 5}
{'短评内容': '设施很完善很到位,配备物品比其他酒店好多了,灯光设置也很舒服!就是面积都点小了~~', '短评打分': 5}
{'短评内容': '住了好几次了，应该算老顾客了，各方面都很好', '短评打分': 5}
{'短评内容': '去火车站、汽车站、机场大巴比较方便，15分钟内步行，但比较吵。\n感冒了，最后一天申请延长到一点，店里经理很痛快答应了。非常感谢！\n伤心的是最后退房时，想暂寄包裹，值班店员让放到旁边无人看守、大门四开的楼梯间，把贵重物品拿出就可以。贵重物品，怎么定义？一千多的运动鞋算吧？可是鞋子取出来自己逛街带着吗？最终决定不寄存，少逛会了。', '短评打分': 1}
{'短评内容': '离火车站真的好近啊！！！房间也不错。爸妈很喜欢。价格又不贵。连锁酒店真的是很实惠', '短评打分': 5}
{'短评内容': '网速太慢。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '网速太慢。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '网速太慢，太吵。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '还不错，性价比挺高的了，', '短评打分': 3}
{'短评内容': '酒店干净整洁,在火车站南边,出行很方便,我们订的还有个阳台,吹风.晾衣服很方便.缺点是书桌太小,放了电脑后基本没地方放别的东西了,电视的位置也很挡路.总的来说还是很不错哦.', '短评打分': 5}
{'短评内容': '房间蛮干净的，就是太小了些，洗手台在房间里。走到火车站就五分钟，因为夹在铁路与马路中间的位置加上隔音不太好，住十一楼都被车声干扰到了', '短评打分': 5}
{'短评内容': '住得挺舒服，性价比很高', '短评打分': 3}
{'短评内容': '整洁干净，就是房间太小，总体还算满意，交通也便利，好评！', '短评打分': 3}
{'短评内容': '还不错吧，距离很近，有指示牌，蛮方便的。。。啦啦啦', '短评打分': 5}
{'短评内容': '房间宽敞，靠近火车站，交通方便，有点不足的地方是房间有异味，应该喷洒空气清新剂，希望能改进。', '短评打分': 5}
{'短评内容': '离火车站很近，离铁轨也很近，经常听到火车声音！服务员人手严重不足，开房退房建议提前半小时办理！', '短评打分': 1}
{'短评内容': '环境好，服务周到，交通业比较方便，感觉挺好的', '短评打分': 5}
{'短评内容': '性价比很高，住的是大床A，但好像大床B更好一些，下次试试，还会入住的。交通便利，楼下还有米粉店，不错', '短评打分': 5}
{'短评内容': '还不错了！就是没有想象的好！豪华大床房B太小！洗脸池在房间内！问了一下格林豪泰客服！说格林豪泰桂林火车站店豪华大床房床宽1.8m，部分房间有液晶电视！哎，人品不好，我的房间是1.8m宽的床，但是电视还是老式的！总体来说！还行！卫生搞得还不错！但是楼上洗澡能听到下水管道水流的声音！设计有问题！170的房价有点不符合！', '短评打分': 5}
{'短评内容': '我们订了四间，8号标间有的太小，有的大，有间标间的空调冷气不是很大，晚上有点热，而且窗户看的见火车铁轨，晚上有点吵', '短评打分': 5}
{'短评内容': '环境还可以，特别是热水很足！而且离火车站走路只有几分钟，门前就有公交车到市中心！值得入住', '短评打分': 5}
{'短评内容': '房间有点小，不过还行吧', '短评打分': 3}
{'短评内容': '房间小了点。有点吵。。。其他都很好，浴室很爽。。。。', '短评打分': 5}
{'短评内容': '交通便利，卫生整洁，性价比高。美中不足是临近主干道路噪音偏大，前台服务态度较冷淡…', '短评打分': 3}
{'短评内容': '环境很好 ', '短评打分': 3}
{'短评内容': '很方便，晚上比较安静，吃饭也很方便。值得推荐', '短评打分': 5}
{'短评内容': ' 服务态度恶劣 价钱还可以 隔音一般比其他稍好', '短评打分': 3}
{'短评内容': '离火车站很近，出了火车站一路向右走就到了，这个价格在这个地段很实惠了。房间也很卫生，服务态度很好。', '短评打分': 5}
{'短评内容': '火车的声音很大声，窗户基本不怎么隔音，其他的都挺不错的。', '短评打分': 5}
{'短评内容': '前台的服务很好，住宿条件还不错，性价比挺高，就是设施有点旧啦，其他都挺好', '短评打分': 3}
{'短评内容': '离桂林火车站近，干净、服务比较好，有什么问题都能及时回答。只是不能换房间，被告知标间都是向着铁轨那面，住在15楼还听得见火车的汽笛声。', '短评打分': 1}
{'短评内容': '房间不大但挺干净，临街房间有点吵。', '短评打分': 3}
{'短评内容': '房间太小,靠马路边隔音效果很差', '短评打分': 3}
{'短评内容': '很好的连锁酒店！离火车站近，几分钟便可走到，坐公交到步行街也很方便！', '短评打分': 5}
{'短评内容': '位置离汽车站有点远，环境还可以', '短评打分': 3}
{'短评内容': ' 酒店位置不错，环境大体都干净，浴巾有一条脏点，房间不大，隔音一般但是晚上很安静，网线不能用，等于没有网络，其他都还好', '短评打分': 3}
{'短评内容': '我住的908号房间设备很差，浴室的淋浴龙头挂不稳，连续砸了我两次，我们做了一天的车，又是凌晨入住，第二天要早起，不然谁受得了那个房间，太差劲了', '短评打分': 1}
{'短评内容': '房间比较干净,离火车站非常近,步行就可以了!', '短评打分': 5}
