{'短评内容': '很好', '短评打分': 5}
{'短评内容': '老板很热情', '短评打分': 5}
{'短评内容': '老板热情 不错', '短评打分': 5}
{'短评内容': '总体来说还行老板人很好又是接又是送房间也不错就是隔音差了点不过毕竟是老房子能理解周围酒吧太多晚上下班前躺在床上都情不自禁跟着音乐在走这个有点尴尬总的来说还行吧玩的很开心', '短评打分': 4}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '离酒吧一条街很近 闹中取静 里面设施也不错 老板去车站接的 服务很好', '短评打分': 5}
{'短评内容': '老板人挺好，找不着地，老板开摩托出来接了一下，挺感谢。虽说房间不靠河边，不过价格便宜一些，反正就在镇里面。设施虽然一般，早有心里准备了，也不强求。', '短评打分': 4}
{'短评内容': '真的好小。水龙头坏了，不能洗澡?。', '短评打分': 3}
{'短评内容': '老板娘很好，很热情位置也方便', '短评打分': 3}
{'短评内容': '不错，赞一个??', '短评打分': 5}
{'短评内容': '卫生条件一般', '短评打分': 3}
{'短评内容': '老板非常热情，酒店位于景区内部，第二天就算起的再晚也不担心进不了景区了。', '短评打分': 5}
{'短评内容': '老板人很好，告诉我们怎么走，还来接我们，住的还蛮舒服的', '短评打分': 5}
{'短评内容': '酒店位置离酒吧一条街很近，老板人也不错，来接的我们，还帮我们拎东西。房间不算大，只有一个床和桌子，还算干净的，有独立的卫生间。停车的话，只能停在附近的路上。不过很多人都停在马路上问题不大。如果停在停车场走过去真蛮远的。\n总结下来，这次旅行都很愉快！', '短评打分': 5}
{'短评内容': '朱叔叔人很好，雕花床很赞，不过需要小心谨慎，不是家里的床床    哈哈！', '短评打分': 3}
{'短评内容': '这家不错，我住的雕花大床，环境也很干净，走的时候老板还把我送到车站。', '短评打分': 5}
{'短评内容': '老板很热心，离店的时候还特意送我们去车站， 如果下次有机会去西塘， 还是会选择这里。', '短评打分': 5}
{'短评内容': '老板人很热情，房间也不错。下次去，也会选择这里', '短评打分': 5}
