{'短评内容': '此用户未填写评价内容', '短评打分': 4}
{'短评内容': '住房环境卫生', '短评打分': 5}
{'短评内容': '那天早上看到有只大蟑螂了，希望酒店可以注重卫生环境管理。', '短评打分': 5}
{'短评内容': '这个地段，这个价位可以了', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。', '短评打分': 5}
{'短评内容': '1、浴室地漏进水特别慢，水已经完全漫出来了，用浴巾垫着都湿透。2、洗脸盆的水直接从水管里灌出来。整个厕所已经无法使用。这是我住过的最差的七天。', '短评打分': 3}
{'短评内容': '感觉一般', '短评打分': 4}
{'短评内容': 'Hgfffhhhcvhkjhhhggggghhhhhhhgggghjkjjjljjgghhhhhjhhhhhggg', '短评打分': 5}
{'短评内容': '产品好 产品好 产品好 产品好', '短评打分': 5}
{'短评内容': '这家店其实是从7天升级过来的，没其他优品环境好', '短评打分': 4}
{'短评内容': '京东酒店服务7天的员工说很少接到单，京东要加油了', '短评打分': 4}
{'短评内容': '环境就这样了，老酒店', '短评打分': 5}
{'短评内容': '11111111', '短评打分': 5}
{'短评内容': '环境不错，挺好的，好好好', '短评打分': 5}
{'短评内容': '很好，一直住', '短评打分': 5}
{'短评内容': '住过很多次，冲着优惠在京东尝试的，还算满意', '短评打分': 5}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '没停车位', '短评打分': 4}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '周围吃饭方便，隔音不好', '短评打分': 4}
{'短评内容': '住了几次了，周边吃饭方便', '短评打分': 4}
{'短评内容': '比较老的店了，周边相当不错，吃饭的选择很多，离地铁也不远，服务到家，前台伙计都是熟练双语，点赞', '短评打分': 5}
{'短评内容': '还好', '短评打分': 4}
{'短评内容': '交通方便，卫生可以，隔音太差，沐浴露洗发水品质有待提高。', '短评打分': 5}
{'短评内容': '地点位置环境都很不错', '短评打分': 5}
{'短评内容': '很好物超所值', '短评打分': 5}
