{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还是不错，房子比较旧点', '短评打分': 5}
{'短评内容': '卫生整洁，服务周到。', '短评打分': 5}
{'短评内容': '一般，还可以，建议不要入住', '短评打分': 3}
{'短评内容': '环境卫生差的不行，还有小强，连个网线都没有就不要提WI-FI了，内部设施是80年代的破烂不堪，建议大家不要去，', '短评打分': 2}
{'短评内容': '太差了是我到处都是发霉的，霉味很重，让人无法呼吸，服务员态度很差，总之不建议朋友们不要再上当了', '短评打分': 2}
{'短评内容': '酒店陈旧，用品设施陈旧，空调声音和发电机声差不多', '短评打分': 3}
{'短评内容': '还可以，过的去。', '短评打分': 3}
{'短评内容': '建议不去..-----------------------------------------------------------------------------------------你懂的.', '短评打分': 1}
{'短评内容': '酒店很安静，火车站走路可到，环境一般，前台办理很慢！属于老酒店改造！', '短评打分': 3}
{'短评内容': '今天已入住，感觉真不错！干净，清静！极力推荐。', '短评打分': 3}
