{'短评内容': '很好', '短评打分': 5}
{'短评内容': '来的这几天刚好装修，所以比较乱，刚进去房子有点不干净，给前台说了一声，前台立马换了，服务很好，而且晚上住着安静，来了三次了，都住的这家酒店，性价比很高', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '知道酒店在装修，但是不知道为什么大半夜在装修，凌晨两点多的被吵醒，搞不懂酒店负责人怎么想的，感觉很失望，现在非常的困倦，住宿体验比较失望！', '短评打分': 5}
{'短评内容': '遇到了酒店装修，不过那是一楼二楼，不妨碍入住酒店，然后就是服务挺不错的，挺不错的住宿体验，下次的话可以再次选择！', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '性价比高，干净卫生。', '短评打分': 4}
{'短评内容': '性价比高，干净卫生。', '短评打分': 4}
{'短评内容': '性价比高，干净卫生。', '短评打分': 4}
{'短评内容': '蛮好的。。', '短评打分': 5}
{'短评内容': '酒店不错，物有所值，周边饮食方便，环境整洁，带小孩去参观新四军纪念馆很方便，服务员很热情，停车也挺方便.', '短评打分': 5}
{'短评内容': '厕所太臭了！太臭了！无线网也好慢。', '短评打分': 3}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '没有双早为什么艺龙没有标出来！等入住之后才知道，想退都推不掉！希望艺龙能提高信息的准确度，避免误会发生！', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '房间很大，早餐有点次了！对面是新四军纪念馆，位置佳。', '短评打分': 5}
{'短评内容': '退房手绪太慢，如果赶时间的话要等的发晕，其它还可以。', '短评打分': 5}
{'短评内容': '房间总体不错，打扫的也挺好，地毯略微有点脏，房间的烟味不能怪服务员没认真打扫，但是早饭非常的一般，非常的一般', '短评打分': 5}
{'短评内容': '还行！就没有向光的特价房！', '短评打分': 3}
{'短评内容': '闄や簡绂绘満鍦鸿繎澶?娌℃湁浠讳綍鐨勪紭鐐?', '短评打分': 1}
