{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境位置都非常不错，离海上世界也不远', '短评打分': 4}
{'短评内容': '厨房有蟑螂', '短评打分': 5}
{'短评内容': '非常方便，非常好', '短评打分': 5}
{'短评内容': '性价比高，在蛇口，出行方便，住家式的感觉，好。非常好', '短评打分': 5}
{'短评内容': '普普通通', '短评打分': 4}
{'短评内容': '差到让人难以置信，居然是携程上的酒店………', '短评打分': 1}
{'短评内容': '设施一般  环境不错', '短评打分': 4}
{'短评内容': '房子一房一厅空间挺大，有客厅阳台厨房等，还有洗衣服机器和洗衣粉，这点很好，卫生就不太满意', '短评打分': 3}
{'短评内容': '酒店环境优雅舒适很安静很舒服的', '短评打分': 5}
{'短评内容': '環境清幽，離海上世界很近，適合親子同遊', '短评打分': 3}
{'短评内容': '一直住这里，房间格局不同，服务挺好的。地理位置那是蛇口绝好的', '短评打分': 5}
{'短评内容': '比较一般', '短评打分': 2}
{'短评内容': '挺干净，靠海近，购物方便，服务也好。就是没有夏天可用的凉被。', '短评打分': 5}
{'短评内容': '该酒店应该属于兰溪谷豪宅区吧，安保很好，环境也很好，客厅、厨房设施还是比较齐全，房间总体很大，有档次，虽然我住的房间正好面向马路，但关上窗也很安静；\n到附近的海鲜码头买了一堆海鲜，在房间里就可以现做；然后在阳台上品着红酒吃着海鲜，还可以看海景，真的很美；\n提点建议：厨房可能很少有人用，餐具、厨具有点不干净，建议配个消毒柜；那就更完美了；   前台不够大气，但服务态度很好；\n很不错，下次还会去', '短评打分': 5}
{'短评内容': '房间非常的漂亮，五颗星，离蛇口码头也非常的近，晚上去海上世界酒吧街喝酒也非常不错。超值，下次还会预定。', '短评打分': 5}
{'短评内容': '帮领导预定的房间，以前都是预定泰格公寓，但是泰格满房拉，领导很满意！下次还订这家。', '短评打分': 5}
{'短评内容': '房间很大，很漂亮，交通也便利，靠近海上世界地铁口，还可以手机无线上网，晚上和女友一起坐在沙发上看电视很舒服，下次还会预定。', '短评打分': 5}
