{'短评内容': '挺不错的', '短评打分': 5}
{'短评内容': '房间挺干净的，床不软也不硬，挺舒服的。早餐也还可以。就是早餐的环境有点不好。', '短评打分': 5}
{'短评内容': '早占简单，位置安静，有停车', '短评打分': 5}
{'短评内容': '不怎么滴', '短评打分': 2}
{'短评内容': '住的很舒适啊！真的很超值！环境优雅，隔音效果好，离印象城很久，这个价位真的很超值，服务员态度也很好！给力！', '短评打分': 5}
{'短评内容': '哦好', '短评打分': 5}
{'短评内容': '差', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '老宾馆，还是比较好找的', '短评打分': 5}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
