{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '没有电视，只有电脑，窗不能打开，设施旧，地段很好，价格合适', '短评打分': 4}
{'短评内容': '没有早餐，环境一般般，被套有点脏', '短评打分': 4}
{'短评内容': '住这里就图地点方便，价位也算实惠，但是条件设施和卫生都勉勉强强，将就住', '短评打分': 3}
{'短评内容': '真的方便啊', '短评打分': 5}
{'短评内容': '价格还可以，毕竟在景区内！但是房间太破了', '短评打分': 5}
{'短评内容': '京东定比较方便～', '短评打分': 5}
{'短评内容': '酒店位置是不错！  但是入住的条件非常差！  这么小的空间怎么弄出来的呢！   网上说是大床房  实际就是个单人床！ 前台还说 网上有标注，都是小字！谁能看那么仔细啊！总之  太差了', '短评打分': 2}
{'短评内容': '不错的酒店 性价比还不错', '短评打分': 5}
{'短评内容': '布丁的条件不咋地 唯一的优势 便宜', '短评打分': 5}
{'短评内容': '住的双人间和家庭房，卫生还不错，有窗户朝阳，就是走廊来窄，拐角特多', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '服务到位', '短评打分': 5}
{'短评内容': '很实惠，也很便利', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '酒店环境一盘 不过位置很好 配套一般 不过这个价 很性价比', '短评打分': 3}
{'短评内容': '只愿意给负分。这不是酒店，是蚊子的天堂，在房间内被蚊子攻击实在不好受，逃到步行街上呆了半夜，虽然外面的蚊子更多，但觉得在房间里被围歼感觉不好', '短评打分': 1}
{'短评内容': '房间实在不科学。关闭门窗开空调，声音吵闹，就像有台汽车发动机在房间内空转；空调出风口对着床，因为房间很简单，就是 卫生间+窄道+床，不是包含这3个，而是你尽可能发挥自己的想象，怎样最紧凑拼在一起。床的尾巴顶着卫生间的墙，头顶着窗户墙，侧离墙40公分，卫生间马桶旁边的淋浴位置大概80CM*80CM，基本就是站立的位置。就这还标价298', '短评打分': 1}
{'短评内容': '而且我们只是进房间看了一下觉得没法住，想退款就不行了。服务员只同意加价换房间，捏着鼻子同意了140的价格换了个房间，还是一样的脏乱差。最后也不要退款了，80在如家订了个房间，比他这140的强多了。7天如家速8都住过，差成这样的连锁酒店还是第一次见。', '短评打分': 1}
{'短评内容': '用携程价格优惠。 房间很干净 舒适', '短评打分': 5}
