{'短评内容': '早餐不错 丰富', '短评打分': 4}
{'短评内容': '一般，关键是价格便宜！如果的对房间没有要求的话可以在这里住，周边的交通还是挺便利的，离火车站汽车站都近。', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '真的不行  卫生很脏  然后被单不干净', '短评打分': 1}
{'短评内容': '早餐太差了，服务态度也不好，全程黑脸，更搞笑的是在宾馆停车还有单独收停车费，再也不会来了。加张卡也收费，收过定金续一天，还要再收钱。', '短评打分': 1}
{'短评内容': '哈哈哈哈哈哈哈好', '短评打分': 5}
{'短评内容': '哈哈哈哈哈哈哈好', '短评打分': 5}
{'短评内容': '还行，可以入住', '短评打分': 5}
{'短评内容': '老', '短评打分': 3}
{'短评内容': '楼房有点旧', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '出差安徽宿州，入住宿州翰林&amp;#183;金环大酒店，就在火车站对面很近，方便坐车，服务也不错。', '短评打分': 4}
{'短评内容': '酒店位置尚可,卫生较差,设施陈旧,房间较小.', '短评打分': 3}
{'短评内容': '晚上有点吵，外面一直有狗叫。', '短评打分': 4}
{'短评内容': '很一般！！！！！！！', '短评打分': 2}
{'短评内容': '大厅有臭味 走廊有霉味，房间有异味，非常失望，下次还是住金满楼，房间感觉脏兮兮的，卫生间设施非常旧，被子有油污，还湿漉漉的。唯一好的就是早饭还行。', '短评打分': 1}
{'短评内容': '性价比不错...就是要求尽量现金做押金不太方便.,..', '短评打分': 5}
{'短评内容': '条件尚可', '短评打分': 3}
{'短评内容': '环境一般，门都坏了，不推荐入住。住的是2楼，楼层地，透气差。', '短评打分': 1}
{'短评内容': '酒店比较偏，设备一般，但服务员还算热情，结账较快。', '短评打分': 1}
{'短评内容': '网速可以。就是白天没有热水不知道为什么。总体的性价比还可以。', '短评打分': 5}
{'短评内容': '水太凉，洗澡难受，房间小，卫生间小，床变型了成凹状，但网速快，早餐丰盛', '短评打分': 3}
{'短评内容': '房间太小，卫生太差，不满意！希望可以改善环境和设施', '短评打分': 1}
{'短评内容': '严重不推荐！！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': '房间一般，空间太小,卫生条件一般，希望改进', '短评打分': 5}
{'短评内容': '酒店显得很老旧，早饭倒是比我想象中的好。在宿州难道你有更好的选择吗？', '短评打分': 5}
{'短评内容': '房子较老，阁楼房间有些按，但是在宿州还可以。 ', '短评打分': 5}
{'短评内容': '我的天，这是酒店啊？阴森森的，酒店不仅一点生气都没有，灯光就不用谈了，卫生状况极差，想死的心都有了，下次再也不去了～～', '短评打分': 1}
{'短评内容': '很脏，被子还是破的，房间设施很烂，以后不会再来住了。。。。', '短评打分': 1}
{'短评内容': '城市中心  但服务一般 用餐不理想 无早餐', '短评打分': 5}
{'短评内容': '服务态度不好，房间有味道。早餐到还不错。', '短评打分': 1}
{'短评内容': '本店环境不怎么样啦，我住的是标准大床间，房间里的设施老旧，有些设施坏了也没人修理，卫生很差，坐椅上有厚厚的灰尘啦，可见酒店的管理之差啦，床单与被子上有明显的油污与血迹，要求服务员更换，服装员找理由不给换，这是我住店以来最差最失望的一次经历了，去住这个店的朋友要谨慎考虑啦，这次出行对我来说，住是让我失望极了。', '短评打分': 1}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '经济客房，房间有点小，不过，俗话说一分钱一分货，这个价位还是可以接受的，二楼餐厅不错。', '短评打分': 5}
{'短评内容': '卫生间太小了，淋浴不太方便，空调也有些老化，不过房间还算干净舒适，总体还是很不错的', '短评打分': 3}
{'短评内容': '房间档次多种，可选范围较广，总体来说经济实惠，二楼餐饮菜品多样，值得推荐。', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 3}
{'短评内容': '离车站很近，但是卫生一般，一进门，桌子上都是灰，被子上还破了一个洞', '短评打分': 3}
{'短评内容': '离车站很近，但是卫生一般，一进门，桌子上都是灰，被子上还破了一个洞', '短评打分': 3}
{'短评内容': '住的复式房，房间设施陈旧，也不是很干净。\n电脑摆放的地方照明设计有问题，就一个台灯根本不顶用。\n复式的床在二楼，但是很低，有可能会碰到头。\n下次再来宿州，准备换其他家住。', '短评打分': 1}
{'短评内容': '住的复式房，房间设施陈旧，也不是很干净。\n电脑摆放的地方照明设计有问题，就一个台灯根本不顶用。\n复式的床在二楼，但是很低，有可能会碰到头。\n下次再来宿州，准备换其他家住。', '短评打分': 1}
{'短评内容': ' 一般', '短评打分': 3}
{'短评内容': ' 一般', '短评打分': 3}
{'短评内容': '酒店设施破旧 前台服务意识差 比经济酒店差远了\n不建议入住', '短评打分': 3}
{'短评内容': '酒店设施破旧 前台服务意识差 比经济酒店差远了\n不建议入住', '短评打分': 3}
{'短评内容': '房间差，还没按约定留房，服务差', '短评打分': 3}
{'短评内容': '房间差，还没按约定留房，服务差', '短评打分': 3}
{'短评内容': '一般化的酒店，外面看还不错，室内一般，按照这个条件还是价格偏高的', '短评打分': 1}
{'短评内容': '一般化的酒店，外面看还不错，室内一般，按照这个条件还是价格偏高的', '短评打分': 1}
{'短评内容': '整体来说，没有什么缺陷，也没有什么亮点，对得起这个价格。\nPS：离火车站着实很近。', '短评打分': 5}
{'短评内容': '整体来说，没有什么缺陷，也没有什么亮点，对得起这个价格。\nPS：离火车站着实很近。', '短评打分': 5}
{'短评内容': ' 我们住的房间只能说一般，房间狭小，价位在那里，老人行动不方便，', '短评打分': 3}
{'短评内容': ' 我们住的房间只能说一般，房间狭小，价位在那里，老人行动不方便，', '短评打分': 3}
{'短评内容': '还是可以一住的。\n但可能我们住的是较便宜的。。。房间真是太小了', '短评打分': 5}
{'短评内容': '还是可以一住的。\n但可能我们住的是较便宜的。。。房间真是太小了', '短评打分': 5}
{'短评内容': '酒店不怎么样，房间设施也很简陋，位置还可以，服务态度和价格都还行，就是酒店本身环境不是很好。', '短评打分': 1}
{'短评内容': '酒店不怎么样，房间设施也很简陋，位置还可以，服务态度和价格都还行，就是酒店本身环境不是很好。', '短评打分': 1}
{'短评内容': '酒店环境就还可以，位置找倒是挺好找的，在当地来看价格感觉还是挺不错的，不过感觉价格还是有些偏高。', '短评打分': 3}
{'短评内容': '酒店环境就还可以，位置找倒是挺好找的，在当地来看价格感觉还是挺不错的，不过感觉价格还是有些偏高。', '短评打分': 3}
{'短评内容': '酒店还是一般，房间设施比较旧了，位置的话还可以，服务和价格还行。就是一般的酒店。', '短评打分': 1}
{'短评内容': '酒店还是一般，房间设施比较旧了，位置的话还可以，服务和价格还行。就是一般的酒店。', '短评打分': 1}
{'短评内容': '卫生一般，设施还是不错的.位置好些交通出行还可以.', '短评打分': 5}
{'短评内容': '卫生一般，设施还是不错的.位置好些交通出行还可以.', '短评打分': 5}
{'短评内容': '质量不是一般的差，哎！！！！算是白住了，朋友们还是少住住', '短评打分': 1}
{'短评内容': '质量不是一般的差，哎！！！！算是白住了，朋友们还是少住住', '短评打分': 1}
{'短评内容': '店还算行，就是有点老。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '店还算行，就是有点老。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间有点脏', '短评打分': 3}
{'短评内容': '房间有点脏', '短评打分': 3}
{'短评内容': '房间里的味道太重，周边比较的吵闹，地毯都是湿的', '短评打分': 1}
{'短评内容': '房间里的味道太重，周边比较的吵闹，地毯都是湿的', '短评打分': 1}
{'短评内容': ',翰林金环酒店设施一般,这个价格还算可以了', '短评打分': 3}
{'短评内容': ',翰林金环酒店设施一般,这个价格还算可以了', '短评打分': 3}
{'短评内容': '一般，设施陈旧,气味很大。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '一般，设施陈旧,气味很大。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '翰林金环属于经济实惠型的，吃住都是。还有电脑系统。', '短评打分': 3}
{'短评内容': '翰林金环属于经济实惠型的，吃住都是。还有电脑系统。', '短评打分': 3}
{'短评内容': '太脏，卫生太差，气味也难闻', '短评打分': 5}
{'短评内容': '太脏，卫生太差，气味也难闻', '短评打分': 5}
{'短评内容': '服务态度一般，还有房间卫生，有的房间水龙头是坏的，早餐有待改进。', '短评打分': 3}
{'短评内容': '服务态度一般，还有房间卫生，有的房间水龙头是坏的，早餐有待改进。', '短评打分': 3}
{'短评内容': '早餐应该改进，花样少,服务态度一般，应该多些年轻漂亮服务员', '短评打分': 5}
{'短评内容': '早餐应该改进，花样少,服务态度一般，应该多些年轻漂亮服务员', '短评打分': 5}
{'短评内容': '酒店比较老，设施一般，交通便利，离火车站很近。', '短评打分': 3}
{'短评内容': '酒店比较老，设施一般，交通便利，离火车站很近。', '短评打分': 3}
{'短评内容': '设施一般，有电脑，交通便利。', '短评打分': 5}
{'短评内容': '设施一般，有电脑，交通便利。', '短评打分': 5}
{'短评内容': '酒店服务很好，服务员态度很热情周到，酒店交通也很方便，出行还可以', '短评打分': 5}
{'短评内容': '酒店服务很好，服务员态度很热情周到，酒店交通也很方便，出行还可以', '短评打分': 5}
{'短评内容': '酒店位置还可以，距离火车站比较近，房间比较大，住着舒服，性价比较高', '短评打分': 5}
{'短评内容': '酒店位置还可以，距离火车站比较近，房间比较大，住着舒服，性价比较高', '短评打分': 5}
