{'短评内容': '很好', '短评打分': 5}
{'短评内容': '没拖鞋洗澡', '短评打分': 5}
{'短评内容': '周边很多小吃，硬件设施还行', '短评打分': 4}
{'短评内容': '一晚上没睡好。房间有异味，排风扇坏的，空调时不时呼呼大响，看电视一卡一顿的，周边环境一大早就吵个不停，早上起来眼睛都肿了', '短评打分': 3}
{'短评内容': '不错，值得推荐。', '短评打分': 5}
{'短评内容': '价格实惠，交通便利，闹中取静，房间宽敞，干净卫生', '短评打分': 4}
{'短评内容': '酒店还可以，周边配套也不错，就是酒店服务人员态度我就呵呵了', '短评打分': 4}
{'短评内容': '房间挺好 也干净 服务态度也很好哦', '短评打分': 5}
{'短评内容': '不错，房间干净整洁', '短评打分': 5}
{'短评内容': '服务态度挺好，，周边很多吃的，买东西很方便，房间布置还可以。出行比较方便。', '短评打分': 5}
{'短评内容': '酒店装修时尚，设施完备。只是卫生间排水管异味很大。', '短评打分': 5}
{'短评内容': '这个价位的豪华大床房实在不怎样！定位在150左右！也就很不错了', '短评打分': 4}
{'短评内容': '酒店非常好！非常干净！就是价格太贵了！', '短评打分': 3}
{'短评内容': '临时定的，酒店有点老了，但位子可以，服务也行。', '短评打分': 4}
{'短评内容': '去得时候还在装修，附近吃的地方多，不错了', '短评打分': 4}
