{'短评内容': '很好', '短评打分': 5}
{'短评内容': '服务态度很好，不错', '短评打分': 5}
{'短评内容': '服务态度太差', '短评打分': 1}
{'短评内容': '酒店位置还行，不太安静', '短评打分': 4}
{'短评内容': '挺久的酒店了，为了考试方便定的，设施都比较老旧了，位置很好找，附近有很多吃的，不过不会再去了，住的不是很舒服', '短评打分': 5}
{'短评内容': '不怎么样', '短评打分': 3}
{'短评内容': '各方面还可以   设施有点旧   水不太大', '短评打分': 4}
{'短评内容': '一般，', '短评打分': 1}
{'短评内容': '离华山中心医院应该是最近的酒店，携程价格实惠，房间还行，就是窗户是内窗，后面是布草间好像，早上被服务员吵到影响休息，希望酒店注意，第二晚加钱换了外窗的房间，比较大一点，结果靠马路，有点吵，服务态度还行，整体不错。', '短评打分': 5}
{'短评内容': '酒店的各方面都一般，但是对这个价位来说性价比很高了', '短评打分': 3}
{'短评内容': '还好', '短评打分': 4}
{'短评内容': '收银工作态度极差，急需改进，住了2次了，没一次让人舒服。', '短评打分': 4}
{'短评内容': '提前两周在携程网上订的 分别是一日和五日的 国庆期间价格很贵 还必须提前付款 但一日到了宾馆之后 前台居然说没有预定纪录 后来通过看我手机预订的确认短信和携程网订单纪录 给我们安排了房间 估计是工作人员忘记了 房间窗户小 烟味重 简直难以忍受  离开时 跟经理说了意见 后来五日入住的时候 安排的房间较大 有大窗户 也没有烟味了 ', '短评打分': 4}
{'短评内容': '比较实惠，卫生神马的都还过得去', '短评打分': 4}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '感觉蛮好的  服务也好', '短评打分': 3}
{'短评内容': '不错，一直住！！！！！', '短评打分': 3}
{'短评内容': '是一家快捷酒店，在路边上。干净卫生，电视有点小，但够看。周围吃饭很方便，而且去钟楼也很方便，门口就有公交站。打车也才12元左右！值得推荐.', '短评打分': 5}
{'短评内容': '房子很干净，很新，布置的不错，洗手间看起来很舒服。就是有2个问题：1.晚上睡觉到3点多被吵醒，开始以为是窗外的汽车（七楼），把窗子关紧还是吵得睡不着，第二天才发现是空调的声音，过一会制热就呜呜的响。建议晚上睡觉时候关掉空调，如果不嫌冷的话。2.早上7点多起来准备洗个澡出门，放了半天水还是冷的。这个，给前台说了，他们态度倒很好，建议多放一会。。。我真的放了很久。总体还是不错，下次来还会选它', '短评打分': 5}
{'短评内容': '干净整洁，强烈推荐，楼下有超市，离二环不远，去哪里都方便，直通东大街，周围的宾馆都住过，但这个确实不错，房子是新装修的，就是电视有点小了，不过出门在外也没必要弄个大电视好了', '短评打分': 5}
{'短评内容': '酒店环境不错,物美价廉', '短评打分': 3}
{'短评内容': ' 很整洁，住得满意。', '短评打分': 3}
{'短评内容': '挺干净,价格实在,出行方便.就是不能刷卡,电梯也不怎样.', '短评打分': 5}
{'短评内容': '很好的家酒店，位置好，寻找方便，店内干净、整齐。', '短评打分': 5}
{'短评内容': '蛮干净。', '短评打分': 3}
