{'短评内容': '很好', '短评打分': 5}
{'短评内容': '。。。。。。。', '短评打分': 5}
{'短评内容': '为什么要6个字才能提交？', '短评打分': 5}
{'短评内容': '服务态度好，房间很干净，酒店安全性很好', '短评打分': 5}
{'短评内容': '包装 很不错的东西 我很喜欢', '短评打分': 5}
{'短评内容': '干净整洁，就是窗口坏了', '短评打分': 5}
{'短评内容': '地理位置还行，但是路标不是特别明显，容易错过，房间还算干净', '短评打分': 5}
{'短评内容': '还行，l', '短评打分': 5}
{'短评内容': '挺不错的。 服务好。    就是隔音不太好', '短评打分': 5}
{'短评内容': '环境不错的哟&hellip;&hellip;', '短评打分': 5}
{'短评内容': '已入驻，周边设施还可以，地铁、超市、市场应有尽有，出行和吃喝都很方便。只是临街，太吵了。晚上睡觉一直有车的声音，就像开窗一样。。屋子条件一般，感觉被子和床单不是很干净，前台服务小哥还可以，态度很好。', '短评打分': 4}
{'短评内容': '整提还可以，就是空调不制暖', '短评打分': 4}
{'短评内容': '整体上感觉很一般化', '短评打分': 3}
{'短评内容': '马桶是唯一不足的地方 ', '短评打分': 5}
{'短评内容': '位置好。房间小。但是在这个位置不错了', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '位置是挺好,就是被挡着了不好找,门缝有塞小卡片的,我有点小怕,其他都好,附近超市,KFC,面包店都有,还是比较方便的.', '短评打分': 5}
{'短评内容': '挺好，就是不太好找', '短评打分': 5}
