{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '很满意啊，很新而且硬件各方面都很不错，床很大很舒服。服务员也很热情。以后还会来住的。', '短评打分': 5}
{'短评内容': '这次推荐朋友入住，朋友也像我一样喜欢这里的安静。他尤其喜欢这里的床品和卫浴设施。下次来上海还会选择这里。', '短评打分': 5}
{'短评内容': '环境不错，很安静，房间设施也蛮好，还可以借餐具用，个人很喜欢！！', '短评打分': 5}
{'短评内容': '环境很好的酒店公寓，不靠近大马路，晚上睡觉非常安静。另外前台的服务也不错。下次还会选择这里。', '短评打分': 5}
{'短评内容': '特别喜欢这里的安静，在住过所有酒店里面，这里是我睡的最舒服的一个地方。另外，前台的亲切服务也给我留下了很好的印象。', '短评打分': 5}
{'短评内容': '喜欢住这样的公寓，环境、服务都很满意，就是没时间多住些日子。', '短评打分': 5}
{'短评内容': '朋友竭力推荐的，没有让我失望，安静的地方，客房的里的家电配置很齐全，服务也不错。', '短评打分': 5}
{'短评内容': '当时去住的时候赶上有人在楼上装修，无法好好的睡眠，很失望。', '短评打分': 1}
{'短评内容': '地方很难找，问了前台好久才找到方向，在一个小弄堂里进去的，比较安净吧。', '短评打分': 1}
{'短评内容': '帮同事定的，公寓式房间，房间很好很大，但上网不方便，另需帐户密码且收费。不提供早餐', '短评打分': 5}
{'短评内容': '装修确实新，卫浴的品牌很好，可惜冲淋房的地漏下水堵塞，不知是个别现象还是普遍情况。', '短评打分': 3}
{'短评内容': ' 酒店是为日本客户订的,客人说房间很漂亮住得很舒服.非常满意.', '短评打分': 3}
{'短评内容': ' 酒店非常气派,有档次,非常满意.', '短评打分': 3}
{'短评内容': '不错，不错，闹中取静', '短评打分': 3}
{'短评内容': '感觉就是一个新字，新装修的酒店，一切都是新的，喜欢助住新酒店的朋友来这家一定不会错。', '短评打分': 5}
{'短评内容': '干净又安静，服务也很好。严重推荐。建议在客人入住时提醒房间空调的使用。', '短评打分': 5}
{'短评内容': '从机场出来坐2号线，江苏路站下来后找5号口，发现5号口是不能先出站的，要沿着11号线的换乘通道能到，出站后到武定西路右转走7、8分钟能到。客房内的洗浴龙头真的好喜欢，这个淋浴龙头名字很好听“热带雨林”，被子很舒服，软软的，就是上网的时候需要账号和密码，大概不是用局域网的，但速度还是蛮快的。', '短评打分': 5}
{'短评内容': '最近刚刚新开的一个酒店式公寓，个人感觉公寓的位置闹中取静，真有点曲径通幽处的感觉。装修风格非常雅致。距离最近的悦达889广场步行只要2分钟。另外，对情人节没有好去处的伴侣来说，这里绝对是最佳选择！', '短评打分': 5}
{'短评内容': '幽静、含蓄、不张扬，是我对“伊思阁”心生好感。公寓的建筑和装饰典雅而不华丽，没有一般酒店的夸张和喧闹，房内设施一应俱全，但又干干净净的，网络用的是光纤，前台接待的姑娘很亲切也不浮躁，整个环境真的非常适合喜欢安静的商务客居住（外国人应该更喜欢些），也适宜长住客，因为可以自己动手烧饭哦。', '短评打分': 5}
