{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还好吧', '短评打分': 4}
{'短评内容': '房间很干净', '短评打分': 5}
{'短评内容': '房间很干净。特别毛巾都是消毒封袋装的。很放心', '短评打分': 5}
{'短评内容': '挺好的，，', '短评打分': 5}
{'短评内容': '一开始那间真差，有的东西都是坏的，后来前台给我换了一间好的。', '短评打分': 5}
{'短评内容': '环境不错，服务很好，物有所值！', '短评打分': 5}
{'短评内容': '工作人员服务热情。', '短评打分': 5}
{'短评内容': '我的人都有一', '短评打分': 5}
{'短评内容': '环境不错，服务还好，蛮干净的', '短评打分': 5}
{'短评内容': '不 错 的', '短评打分': 5}
{'短评内容': '服务很好的', '短评打分': 5}
{'短评内容': '过年时候住的', '短评打分': 5}
{'短评内容': '房间干净整洁', '短评打分': 5}
{'短评内容': '房间挺不错', '短评打分': 5}
{'短评内容': '房间挺不错', '短评打分': 5}
{'短评内容': '不是很满意，定了双人的，到店居然没有双人房，第一天住的大床，第二天给换了双人房。', '短评打分': 5}
{'短评内容': '不是很满意，定了双人的，到店居然没有双人房，第一天住的大床，第二天给换了双人房。', '短评打分': 5}
{'短评内容': '干净卫生，前台服务好', '短评打分': 5}
{'短评内容': '说好的有活动送早餐，就因为我在携程网上订的便宜点就说没有，还能不能愉快的玩耍', '短评打分': 4}
{'短评内容': '价格贵，哪个酒店不提供洗漱用品的。服务也不好。', '短评打分': 2}
{'短评内容': '房间很干净。觉得价格偏贵，都是来考试的，比平时贵。和一家ktv在一个院子有点吵。如果不是会员就要12点退房，一点都不通融。', '短评打分': 5}
{'短评内容': '旁边就是KTV晚上有点吵 地板也有旧，其它一般', '短评打分': 3}
