{'短评内容': '不错，很好', '短评打分': 5}
{'短评内容': '很不错 早餐好吃', '短评打分': 5}
{'短评内容': '老酒店了，环境一般，离天外村登山口很近，比较方便。', '短评打分': 5}
{'短评内容': '非常好。环境挺好。', '短评打分': 5}
{'短评内容': '位置与高铁站不远，环境好，服务态度也很好。下次再来', '短评打分': 5}
{'短评内容': '非常好  服务到位   环境好', '短评打分': 5}
{'短评内容': '比较一般的体验，卫生做的不错，挺干净，房间设施也齐全，就是服务方面培训不到位！', '短评打分': 4}
{'短评内容': '之前住了好几家酒店，对比了一下，还是决定长期入住该酒店，酒店工作人员得知我带孩子给升级的房间，服务很周到，客房服务员得知我感冒，大半夜特意给我端来红糖姜水，挺贴心，很感谢！房间不错，很舒适！', '短评打分': 5}
{'短评内容': '房间一般  总体来说还是很不错的', '短评打分': 5}
{'短评内容': '服务热情，不错', '短评打分': 5}
{'短评内容': '位置不错，有山景看，停车方便。性价比还行，硬件和软件只能说一般。旅游热点的酒店不能期望太高。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '预定的标准间，无烟房。周围环境方便，房间设施、卫生条件都很好。携程订的还送了酸奶和水果。总体来说很满意。 唯一不足就是早餐7:30才开始，没能吃上，能早点就好了。 ', '短评打分': 5}
{'短评内容': '不错、下次再来', '短评打分': 5}
{'短评内容': '可以免费升级房间。很好', '短评打分': 5}
{'短评内容': '位置好，价格可以', '短评打分': 4}
{'短评内容': '免费升级房间不错', '短评打分': 5}
{'短评内容': '环境一般，设备一般般', '短评打分': 3}
{'短评内容': '大学同学一起去玩的。很好的服务。也很干净', '短评打分': 5}
{'短评内容': '位置还行，楼里有个KTV，噪音能持续到凌晨，只有一部电梯，住的那天正好还坏了。', '短评打分': 5}
{'短评内容': '房间大，附近吃饭的地方不少。酒店旁边有工地在施工，白天很吵。', '短评打分': 5}
{'短评内容': '酒店楼下的会所有时可能会特别吵', '短评打分': 3}
{'短评内容': '相当的不错，性价比很高，干净，设施全，交通方便，住着很舒服。', '短评打分': 5}
{'短评内容': ',牙具单独再收费不合适，李连臣。', '短评打分': 3}
{'短评内容': '因到店后预订的房型没有了，酒店升级了客房。升级的客房很好有四星的水平，早餐一般。', '短评打分': 5}
{'短评内容': '就在泰山脚下，离天外村很近。酒店大堂和早餐都不错，美中不足是客房设备有些陈旧。', '短评打分': 5}
{'短评内容': '酒店不错，就是酒店实施有点老，服务有点跟不上，大堂电话不通。', '短评打分': 5}
{'短评内容': '酒店设施很好，服务也不错，后院还有停车场。酒店提供的早餐也很不错，带了孩子和老人去的，住得很舒服，推荐！', '短评打分': 5}
{'短评内容': '这家酒店早餐开饭时间太晚,标准间离唱歌地方近,太吵.牙刷,牙膏收费', '短评打分': 5}
{'短评内容': '房间的卫生设施不太好被子盖上去非常痒感觉不是太干净电视机也是太差重低音特别差听着听着就感觉头发昏，酒店外观看上去还行，但是里面环境一般，服务态度还可以早餐提供的还是挺划算的自助式的还不错，价格还是蛮合适。', '短评打分': 1}
{'短评内容': '酒店位置不错，在泰山脚下，周边环境不错，空气清新，房间装饰的很不错，服务也很好，蛮周到的，都是随叫随到的，房间干净整洁，住宿环境很好', '短评打分': 5}
{'短评内容': '酒店位置很好，出行很方便，前台服务员态度很好蛮热情的，性价比较高，舒适很好', '短评打分': 5}
{'短评内容': '房间硬件设施很齐全，跟在家里一样，住着很温馨，房间卫生条件还可以，隔音不错，睡得很舒服', '短评打分': 5}
{'短评内容': '房间很宽敞，住着很舒服，配套的硬件设施很齐全，性价比较高，酒店周边购物方便，服务很体贴周到，周边环境也很好，住着很满意', '短评打分': 5}
{'短评内容': '酒店在泰山脚下，周边环境很好，绿化很多，空气清新，周边出行也很方便，购物逛街都很方便，房间卫生条件很好，很干净，硬件设施齐全，服务蛮好的', '短评打分': 5}
{'短评内容': '酒店住着很温馨，有种到家的感觉，房间布置的比较简单，以棕色为主，空间很大，卫生间洗浴设施很好，也很齐全，酒店在泰山脚下，周边环境很好，绿化做的不错，住着很舒服', '短评打分': 5}
{'短评内容': '房间卫生条件不错，打扫的很干净，服务很好，前台服务员非常热情，整体感觉这家酒店比较满意', '短评打分': 5}
{'短评内容': '服务很好，前台服务员态度热情，都是面带微笑的，着装也很干净整洁，客房硬件设施齐全，住宿环境好', '短评打分': 5}
