{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '在这个价位中酒店硬件设施环境都还算不错，有电梯装修比较清爽！就是宾馆的停车位有点少迟了只能停马路上！', '短评打分': 4}
{'短评内容': '还不错的酒店', '短评打分': 5}
{'短评内容': '早餐是忽悠人的，就只有面包和酸奶领房卡的时候就给了', '短评打分': 2}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店临街，交通便利', '短评打分': 4}
{'短评内容': '房间墙上那个裸照确实让我吓了一大跳，好大好震撼', '短评打分': 5}
{'短评内容': '卫生很差。跟没打扫一样。就是换了一下床单和被套就是。坐在床头都可以闻到臭味。服务态度还可以。就是环境和卫生太差了。', '短评打分': 2}
{'短评内容': '节日期间订房人很多，剩最后一间房了，没得选择。设施较老，服务还过得去。门口有几个停车位，不够用。停到楼后面较远的一个小黑角落，没人看管的。', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '这价格也就这样，一般了', '短评打分': 3}
{'短评内容': '忘记了', '短评打分': 3}
{'短评内容': '一般', '短评打分': 2}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '只能是临时落脚，很吵，隔音不好，', '短评打分': 4}
{'短评内容': '只能是临时落脚，隔音不好，设施一般。', '短评打分': 4}
{'短评内容': '还是很不错的，住的舒服，一家人玩的很开心哒~', '短评打分': 5}
{'短评内容': '地方很大~卫生不错~打扫的阿姨很可爱呢~~', '短评打分': 5}
{'短评内容': '服务还不错，挺干净的，就是一到晚上洗澡就没热水，希望下一步能有所改进。', '短评打分': 3}
{'短评内容': '酒店位于汽车站与火车站之间，房间有免费的电脑可以使用，离市区繁华地段也非常近，公交车到10点都还有。', '短评打分': 5}
{'短评内容': '酒店服务态度可以，挺满意的', '短评打分': 3}
{'短评内容': '这酒店挺方便的，位于火车站与汽车站之间，离繁华的地方也不远，走路约15分钟。服务员很热情，而且我们住的时酒店正搞活动，送了我们两张桃源洞的门票，省了一笔旅游支出。不足之处是酒店设施偏旧一些，但对于这价位的酒店完全可以接受，性价比挺高的。', '短评打分': 5}
{'短评内容': '永安这地方找个住的地方不容易，前台mm很热情，房间也不错，下次还会入住。', '短评打分': 5}
{'短评内容': '住了一晚上觉得是一家很不错的酒店，性价比很高的宾馆，很实惠！工作人员服务态度很热忱，客房电脑网速很快，主要卫生很到位、干净，浴室还有配电吹风，这个价位能住到这么好的酒店很少，下次还会入住！', '短评打分': 5}
