{'短评内容': '很好', '短评打分': 5}
{'短评内容': '位置不错，房间干净整洁', '短评打分': 5}
{'短评内容': '服务一般般！环境一般般', '短评打分': 3}
{'短评内容': '好 很干净 房间很大', '短评打分': 5}
{'短评内容': '房间小   空调制冷慢', '短评打分': 3}
{'短评内容': '很不错的一家酒店，服务也特别好', '短评打分': 5}
{'短评内容': '一般般，和预计相差太远', '短评打分': 3}
{'短评内容': '丈母娘一家过来，订了家庭套房，还是不错的！', '短评打分': 4}
{'短评内容': '非常非常好', '短评打分': 5}
{'短评内容': '国际酒店也就是个虚名吧，起步较低，设备和服务都较落后。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '各方面条件一般', '短评打分': 4}
{'短评内容': '非常划算的酒店啊！！！这个价格是超值。豪华大床房面积超大，设施齐全，梳妆台，吧台，沙发，电脑桌电脑，大衣柜等等，光线也好，周边吃饭逛街都很方便，推荐入住。', '短评打分': 3}
{'短评内容': '有机场大巴专车送机，但位置偏僻', '短评打分': 4}
{'短评内容': '房间大 舒适干净 下次还来', '短评打分': 4}
