{'短评内容': '很好', '短评打分': 5}
{'短评内容': '离火车站很近，坐车很方便！', '短评打分': 5}
{'短评内容': '房间还行吧，就是一大早的就有服务员在那敲门，不知道干嘛的，烦死了。', '短评打分': 3}
{'短评内容': '隔音效果太差，晚上隔壁充个厕所声音感觉是自己房间的厕所声音，晚上没有睡好，准备早上多睡会，结果早上7.8点钟酒店员工在走廊打打闹闹说说笑笑，吵的根本说不着，睡眠质量不好的不介意大家选择米兰，隔音效果真的特别差，其他都还不错的', '短评打分': 3}
{'短评内容': '可以停车，离火车站很近，坐车非常方便！房间干净卫生而且非常安静，早餐也比较丰富，花样比较多！适合出差住宿！', '短评打分': 5}
{'短评内容': '离车站非常近，出行方便！', '短评打分': 5}
{'短评内容': '住了几天，感觉还可以吧，性价比很高', '短评打分': 4}
{'短评内容': '环境不错，也很气派，服务都还不错，包早餐，不过没去吃', '短评打分': 5}
{'短评内容': '挺不错', '短评打分': 5}
{'短评内容': '第三天续住，房间性价比非常高。只有一个需要改善一下，床头柜这边没有一个插座，电脑工作和手机充电都不方便', '短评打分': 4}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店环境有点差设施差点 隔音很差 一直都被走道上吵 携程价格还是实惠的 不过同等还是推荐如家', '短评打分': 4}
{'短评内容': '不错的酒店，性价比很高，为了积分，不得不写满15个字！！！', '短评打分': 4}
{'短评内容': '性价比高，不过特惠房没窗的就是比较闷其他都还好', '短评打分': 5}
{'短评内容': '停车位真的少，其他都很棒的', '短评打分': 5}
{'短评内容': '很好交通便利，酒店外卖特别好吃', '短评打分': 5}
{'短评内容': '感觉很好，经济实惠，服务态度也很好', '短评打分': 5}
{'短评内容': '空间宽敞，卫生干净，交通方便，服务很好，就是特价房没窗户，稍微有点机房的噪音，整体非常不错，推荐入住', '短评打分': 5}
{'短评内容': '空间宽敞，卫生干净，交通方便，就是特价房没窗户，稍微有点机房的噪音，整体非常不错，推荐入住', '短评打分': 5}
{'短评内容': '空间宽敞，卫生干净，交通方便，就是特价房没窗户，稍微有点机房的噪音，整体非常不错，推荐入住', '短评打分': 5}
{'短评内容': '酒店还是很不错的 周边环境也好 值得一住', '短评打分': 5}
{'短评内容': '连续住了两年了，房间比较大，但是床单和被套材料不太好，肘关节和膝关节擦破皮了，服务态度也一般般，但总体还不错。床头没有插座，装修有点老了，有待改进。', '短评打分': 5}
{'短评内容': '挺好的 比较实惠，交通便利~火车站附近，推荐入驻，干净舒适', '短评打分': 5}
{'短评内容': '第二次入住了，感觉不错！', '短评打分': 3}
{'短评内容': '不错啊，大家可以去试试，性价比较高，我很喜欢。交通也方便。', '短评打分': 5}
{'短评内容': '已入住，环境不错，服务态度很好，128元的没窗户，换了一间，168元的，很好。', '短评打分': 3}
{'短评内容': '房间还是不错的，就是价格涨得太快了点，老住客是不是考虑给个会员价', '短评打分': 5}
{'短评内容': '还不错，至少在海宁算便宜点…', '短评打分': 3}
{'短评内容': '非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好', '短评打分': 5}
{'短评内容': '住的很舒服……推荐下……', '短评打分': 3}
{'短评内容': '最近比较忙，所以评的晚了，酒店感觉还行，也比较干净，就是隔音效果不是太好，总体部还是不错的，下次来还会考虑入住的。', '短评打分': 5}
{'短评内容': '＋环境不错 价格也比较实惠 交通也满方便的 早餐也OK 已经第三次入住了 很好', '短评打分': 3}
{'短评内容': '很干净也很舒适，地理位置也不错，房间内部设计感觉也很好！还有免费的早餐，下次继续光顾！', '短评打分': 5}
{'短评内容': '正好感觉好……就是没有窗户的128…卫生比较干净…早饭只能吃饱，没多大东西……', '短评打分': 3}
{'短评内容': '挺不错的 价格合理 就在火车站附近 \n还有2份早餐送 ', '短评打分': 5}
{'短评内容': '总体感觉不错，性价比好。', '短评打分': 3}
{'短评内容': '非常好，非常干净，看着就很舒服，房间又大，比边上的如家好多了！', '短评打分': 5}
{'短评内容': '酒店环境不错，交通便利。卫生也很干净，房间格局不错，以后还会入住。', '短评打分': 5}
{'短评内容': '很好，经济实惠，卫生也很好，很适合，推荐入住', '短评打分': 5}
{'短评内容': '还不错哦 环境挺好的 服务也不错 交通方便 也算实惠 赞一个吧', '短评打分': 3}
{'短评内容': '不错，下次还会在来。', '短评打分': 3}
{'短评内容': '很好。舒服！', '短评打分': 3}
{'短评内容': '特惠房间是有一点闷的，不过打开空调之后就好多了     房间环境也不错的，也很安静，吃饭也比较方便的', '短评打分': 5}
{'短评内容': '总体还不错，在住过的海宁酒店里，性价比算高的了，就是早餐差了点', '短评打分': 5}
{'短评内容': '卫生不错，比较干净，交通很方便，以后会常住', '短评打分': 5}
{'短评内容': '这样的房间，不知道说什么好，房间面积还行，卫生间洗澡的时候发现地上有无数的黑色小线虫，在地上爬来爬去，恶心死人啊，找了服务员，说喷点药吧，实在是住不下去了，原定三天，第二天一早就退房换其他酒店住了', '短评打分': 1}
{'短评内容': '还行吧‘就是有点闷‘老板娘一根筋的‘还没消费的东西退都退不得', '短评打分': 5}
{'短评内容': '优点：内部软装大气，舒适；性价比很高；保洁干净；地处海宁市中心，离火车站很近；提供早餐。\n缺点：走廊和大厅装潢设计有待改进；服务态度一般，最好能热情一些；早餐厅有待装潢。\n总结：要是不是很挑剔的话，这件酒店是蛮不错的，值得一住。', '短评打分': 5}
{'短评内容': '酒店不错，就是无窗的有点闷，别的都很好。', '短评打分': 3}
{'短评内容': '第一次住，房间有点闷，其他还可以。', '短评打分': 3}
{'短评内容': '挺温馨的 总体感觉还可以', '短评打分': 3}
{'短评内容': '房间不错挺干净。', '短评打分': 3}
{'短评内容': '酒店蛮干净的，无窗有点闷，不过冬天还好', '短评打分': 3}
{'短评内容': '真没想到米兰假日酒店性价比这么高，我下次来还要住这里，我非常满意。交通方便，干净卫生，无噪音，安静，非常适合休闲旅游，商务出差。', '短评打分': 5}
{'短评内容': '门难找      其他一般 没有网线  没有吹风机', '短评打分': 5}
{'短评内容': '突然涨了20元一晚，表示不太可以接受，除了价格，其他还是一如往的好', '短评打分': 5}
{'短评内容': '住过很多酒店，从来没有遇到这样的酒店，感觉像是小旅馆的黑店一样。相信去过的人应该会有同感吧。', '短评打分': 1}
{'短评内容': '这家酒店挺好的，住过之后我们在各方面都比较满意', '短评打分': 5}
{'短评内容': '不错，下次去温州还会住这家酒店。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '靠近市中心，干净清静。', '短评打分': 3}
{'短评内容': '不错，很实惠', '短评打分': 3}
{'短评内容': '酒店比较干净，也很新。\n不过没有餐巾纸，只有厕纸。\n明明能够提供双人早餐，登记入住一人，早餐券掉了，就说不给了。。\n服务不会变通。', '短评打分': 1}
{'短评内容': '酒店设施很好 服务也好而且很卫生 交通方便 打满分', '短评打分': 5}
{'短评内容': '很满意。\n干净舒适。\n~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': ' 房间很干净，位置不错。', '短评打分': 3}
{'短评内容': '兰假日酒店是一个性价比非常高的酒店，即舒适，又便利，非常不错！\n', '短评打分': 5}
{'短评内容': '环境优雅干净！地点也很优越方便！很满意！', '短评打分': 3}
{'短评内容': '房间很干净不错,', '短评打分': 3}
{'短评内容': ' 酒店超乎想像的好，在外面看蛮有档次的，里面也不错，还有早餐券，不过我弄丢了，不知道怎样，以后来海宁就锁定这里。', '短评打分': 3}
{'短评内容': '很不错，很满意，本来准备住一天试试看的，一来感觉还不错，就准备多住几天了', '短评打分': 5}
{'短评内容': '  不错的房间，如期入住', '短评打分': 3}
{'短评内容': '总体来说还可以的，就是刚进去会有股味道，环境也还可以的，好评吧', '短评打分': 5}
{'短评内容': '我住的是无窗单人房间,感觉不错,卫生设施还不错,热水很大.卫生状况整体满意.对的起这个价.', '短评打分': 5}
{'短评内容': '住的特价房。感觉太便宜了，所有又多加住了一晚。房间虽然没有窗户，但打开空调也不会太闷，内部还算干净，但是门脸太小，找了好一会才找到。一共住了三天，早餐品种本来就不多，但还一天减少一种，太单调了。', '短评打分': 5}
{'短评内容': '酒店房间比较一般，交通还算方便。正门门面全部出租，要从侧门进入，比较难找。', '短评打分': 5}
{'短评内容': ' 特价房，这样子，算还不错，有早餐。', '短评打分': 3}
{'短评内容': '房间很宽敞，赠送的早餐也很不错，就是房间灯太暗了，603房还坏了两个灯。', '短评打分': 3}
