{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还好', '短评打分': 4}
{'短评内容': '周边没有什么吃饭的地方', '短评打分': 4}
{'短评内容': '好喜欢', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': '全国7天不是一样的么，没什么可说的', '短评打分': 4}
{'短评内容': '地方在修，有点偏僻，一个人没关系，一家游好是不要住！', '短评打分': 4}
{'短评内容': '周边都在拆迁，路很不好走，屋里三只大蚊子，一晚上没睡好...', '短评打分': 4}
{'短评内容': '周边环境太差丶卫生也不好，蚊子又多！无法入睡！', '短评打分': 2}
{'短评内容': '环境太差了…周围像个垃圾场…服务态度也不不好…第一间房窗子还是坏的…告诉我说是时间太长就坏了…网上定的房间就是不靠谱…', '短评打分': 1}
{'短评内容': '环境真的很差，还是比较习惯住如家，最起码干净些', '短评打分': 1}
{'短评内容': '性价比比较高；', '短评打分': 5}
{'短评内容': '原来自助大床房是没有洗漱用品的，打电话给前台询问，他们送上来两套。房间比想象中的小，卫生很好。周边全是修车厂，但是离地铁站很近。酒店还送睡前牛奶，好评。', '短评打分': 4}
{'短评内容': '周边环境不好，进去的哪条路很脏', '短评打分': 4}
{'短评内容': '性价比高 还不错', '短评打分': 5}
{'短评内容': '第一次使用  感觉不错  很方便', '短评打分': 5}
{'短评内容': '住着挺安静，早餐另外加钱，不过也不多，七块，吃着挺舒服，不过就是去火车站太远了，回车站好一点，打车不错，就是去宾馆的时候不清楚到哪里打车，后来才知道，出了车站周围都不能打车，只好步行去，我用手机导了快一个小时', '短评打分': 5}
