{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '员工出差定点单位', '短评打分': 3}
{'短评内容': '               再写20个字就可以获得积分', '短评打分': 4}
{'短评内容': '酒店位置好，市中心，很热闹，买东西上街很方便，自驾的有停车场，第三次入住了房间换了新的床垫，被单，挺舒服的。', '短评打分': 5}
{'短评内容': '除了床会嘎吱响，另外都还可以', '短评打分': 5}
{'短评内容': '非常满意下决还住', '短评打分': 5}
{'短评内容': '住过几次，价格略高，位置不错。', '短评打分': 5}
{'短评内容': '代朋友订的，他们很满意', '短评打分': 5}
{'短评内容': 'This was fine for a short trip to visit friends.  I found the bed a little hard, but slept ok.  The bathroom was fine, a little run down but clean and tidy overall.  ', '短评打分': 3}
{'短评内容': '还行   态度不怎么好', '短评打分': 4}
{'短评内容': '服务态度不错', '短评打分': 5}
{'短评内容': '位置在长途车站附近，方便，有停车场，房间没有异味，先前看评论有地毯异味的没碰到。早餐看评论说简单，留意了下，的确不是很丰富，有馒头、花卷、炒面、豆浆、粥、酱油蛋（没破壳）、八种糕点、四种酱菜，味道还行，5元标准可以了。缺点可能是酒店老久了？卫生间淋浴房只有一扇玻璃门了，面盆有裂纹，不过不影响使用。总体还不错，以后应该还会住吧', '短评打分': 5}
{'短评内容': '还不错，酒店位置挺好，服务也挺好，就是早餐简单了点，但还都好。', '短评打分': 5}
{'短评内容': '房间有点吵，隔音不是很好，地毯不是很干净的。', '短评打分': 1}
{'短评内容': '还行，就是被子用的清洗剂估计有点问题，盖起来有点煤油味，感觉有点干洗没洗好。其他的，三星级的，算是可以了。。。', '短评打分': 5}
{'短评内容': '，我已入住抚州城市酒店。', '短评打分': 3}
{'短评内容': '离汽车站好近就在边上，步行几分钟就到了，周边吃饭方便，就是房间有味道！', '短评打分': 5}
{'短评内容': '房间卫生条件非常一般，隔音效果奇差，早餐更是要人命，9点到餐厅东西没剩什么还都是凉的，肉包子让我吃凉的，拉了一天，这酒店早点倒闭吧。', '短评打分': 1}
{'短评内容': '＋酒店房间地毯较旧，但够宽敞，停车场较大，大堂装修较好', '短评打分': 3}
{'短评内容': '酒店离抚州客运站近，步行5分钟，周边交通吃饭什么的也方便，\n至于房间内部感觉一般，但是结合价格的话性价比就不错了', '短评打分': 5}
{'短评内容': '还可以！比较于净，没有早餐！市中心位位置不错', '短评打分': 5}
{'短评内容': '楼层太低   有点吵  里面设施不是很好  ', '短评打分': 5}
{'短评内容': '酒店价格满合理       什么设施都还好    ', '短评打分': 5}
{'短评内容': '环境和设施优越，加上靠近长途汽车站这一独特优势，下次还是会首选这家酒店！', '短评打分': 5}
{'短评内容': '酒店内部卫生环境很好，空间也很宽敞，下次还会光临！', '短评打分': 3}
{'短评内容': '环境很好，干净卫生，下次一定还会继续入住！', '短评打分': 5}
{'短评内容': '新开的酒店，在抚州来说应该还算干净、整齐。房间装璜的不错，下次再来抚州还是会考虑的。', '短评打分': 5}
{'短评内容': '很不错，服务也好，因为空调的问题，马上协助调房。因为第一天没有给早餐券，第二天又给补了一张。下次还来住。唯一不便的是门口不容易打车。', '短评打分': 5}
{'短评内容': '地理位置不错，离汽车站很近，出行非常方便。', '短评打分': 5}
{'短评内容': '房间还挺宽敞的。地点也不错，靠近市中心，吃饭买东西都很方便。但是酒店隔音一般，所以会听到车辆和附近娱乐设施的噪音。由于铺了地毯，所以稍有些烟味。', '短评打分': 5}
{'短评内容': '该酒店不错，房间比较大，卫生间也比较干净，服务员的态度也很好，出路也方便，下次还会住', '短评打分': 5}
{'短评内容': '房间很不错，干净，明亮，温馨，价格也很便宜，下次还会去住。', '短评打分': 5}
{'短评内容': '当地性价比很不错的一家酒店，值得选择，以后还会考虑', '短评打分': 5}
{'短评内容': '整体感觉还不错 空调不是中央空调 感觉开到最大还是有点冷 别的没有了···', '短评打分': 5}
{'短评内容': '挺好的，来了好几次了，就是浴室的帘子白色的容易脏看着有点不舒服而已，其他都不错！尤其是衣柜的全身镜我很喜欢！', '短评打分': 5}
{'短评内容': '酒店地理位置很好，房间也很舒适。缺点是卫生间地面总是有水，感觉很不爽。', '短评打分': 5}
{'短评内容': '还好，就是没吹风机，其他还可以，卫生间要是能改善一下就更好了！！！', '短评打分': 5}
{'短评内容': '酒店装修比较高档，设施齐全，服务态度温和，唯一就是水压小了点，好评！', '短评打分': 5}
{'短评内容': ' 位置还可以 不难找 安全管理很好  下次还来  安静 干净 休息很好', '短评打分': 5}
{'短评内容': '不知道豪华客房很怎么样。\r\n\r\n当时看休闲标间价格跟他一样，但面积大，所以选了。\r\n\r\n发现是娱乐房，所以气味不怎么好。\r\n\r\n但总体不错。\r\n\r\n', '短评打分': 5}
{'短评内容': '不错的酒店，环境很喜欢。在当地算很好的了\r\n', '短评打分': 5}
{'短评内容': '酒店与网上稍有不符，没有KTV，但房间比较干净正洁，在当地性价比一般', '短评打分': 5}
{'短评内容': '环境不错啊，在这样的一个小城市已经不错了。服务也可以，支持', '短评打分': 3}
{'短评内容': '地理位置不错，还送早餐，入住没有问题,空调挺冷，挺安静', '短评打分': 5}
{'短评内容': '这个酒店的服务不是很好，早餐也比较简单，最要命的是房间的异味太重，令人作呕！下次不会去住了，除非净化空气！', '短评打分': 1}
{'短评内容': '抗洪时住过这家酒店，是抚州最新最好的酒店了，相对于当地经济水平，价格高了一点。', '短评打分': 5}
{'短评内容': '酒店还可以，里面的环境还行吧，房间也比较不错，还是挺满意这家酒店的。', '短评打分': 5}
{'短评内容': '酒店设施等等都不很不错，就是价格稍微有些贵。', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '怎么没积分送啊', '短评打分': 5}
{'短评内容': '酒店内没有餐厅,但是早餐是提供的.酒店对面的街上有个时尚餐厅上二楼, 干净卫生又有档次. 位置还可以闹中取静.', '短评打分': 5}
{'短评内容': '价格适中，经济实用', '短评打分': 5}
{'短评内容': '酒店的房间面积比较大设施也很好，服务方面有些欠缺。交通方便。', '短评打分': 3}
{'短评内容': '房间太小', '短评打分': 1}
{'短评内容': '茶几上的铁观音没有收费的说明，结账时要酒店要收费。酒店解释：收费说明在吧台上。可是，吧台上的说明，谁能拿着它在房间里逐项核对物品！！', '短评打分': 1}
