{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '还行吧，出行比较方便，环境一般', '短评打分': 5}
{'短评内容': '不错，干净卫生，交通方便。', '短评打分': 5}
{'短评内容': '挺好，交通方便，也还干净。', '短评打分': 5}
{'短评内容': '位置好，交通便利，前台服务态度好。', '短评打分': 5}
{'短评内容': '还好，家同方便，干净卫生。', '短评打分': 5}
{'短评内容': '酒店前台客服特别热情，周围交通很方便，到哪里去出行都可以。网速比以前改善了很多。缺点就是电吹风太少，应该房间标配', '短评打分': 4}
{'短评内容': '礼品卡居然不能用', '短评打分': 1}
{'短评内容': '经济实惠，路过临时预定的，比想象中的好，枕头一个硬一个软有点不习惯，早餐出人意料的棒，下次路过再来光临。', '短评打分': 5}
{'短评内容': '普通的酒店，订的双床房，只给一个早餐券，不知神马意思。周围交通还可以。', '短评打分': 3}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '比较方便，但设施太阵旧了应该好好装修一下，早歺感觉也没有以前做的新鲜了，位于闹市区很闹，不是太安静哟', '短评打分': 4}
{'短评内容': '房间很好，服务好，价格实惠，值得点赞', '短评打分': 5}
{'短评内容': '服务太差', '短评打分': 1}
{'短评内容': '一般的酒店', '短评打分': 4}
{'短评内容': '一般的酒店', '短评打分': 4}
{'短评内容': '环境及设施都不错', '短评打分': 3}
{'短评内容': '交通方便，食宿一体。适合出差入住', '短评打分': 4}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '挺好         挺好', '短评打分': 5}
{'短评内容': '还行吧，离市区比较近啊，打车也比较方便。。。。', '短评打分': 5}
{'短评内容': '在随州算不错了，没办法，经济型。比较正规吧', '短评打分': 5}
{'短评内容': '环境挺好，就觉得电视有点小，空调遥控器选择少', '短评打分': 3}
{'短评内容': '酒店服务偏差，当晚致电前台要求叫醒，第二天早上起床都没接到叫醒服务...\n房价过高 服务差 早餐不堪一击 房间大配置一般', '短评打分': 1}
{'短评内容': '房间挺大的，不过装修一般，属于经济类型的酒店，有送消费券的话价格比较合算', '短评打分': 5}
{'短评内容': ' 干净非常不错', '短评打分': 3}
{'短评内容': '不错，就是房间有点空', '短评打分': 3}
{'短评内容': '酒店装修较差，我住后后悔了，不过房间还是挺大的，很空，没什么家具。希望能提高档次。', '短评打分': 1}
{'短评内容': '挺好的，尤其热水比较给力。老公觉得卫生不咋地，在随州觉得还算好了。价格觉得偏贵了，好像比柜台的价格多一些，不知道怎么回事。老公的充电器掉在酒店，回来拿的时候说没有，有点失望。', '短评打分': 5}
{'短评内容': '房間設施很齊全，完全不亞於四星級酒店，並且價格很實惠。早餐也很豐盛', '短评打分': 5}
{'短评内容': '还不错......不过就是距离闹市区有点小远\n价格都相差不大', '短评打分': 5}
{'短评内容': '还行。服务态度很好，环境一般，设施也一般。', '短评打分': 5}
{'短评内容': '酒店工作人员交接很不清楚，跟客人一个问题来回确认与否定。', '短评打分': 1}
{'短评内容': '一点都不隔音声音特大，靠街一晚上的小车喇叭声和歌厅噪音。一晚都没睡好?', '短评打分': 3}
{'短评内容': '环境和交通还可以，但房间中很浓的消毒剂味道，也不提供香皂。前台太小，人多要等较长时间', '短评打分': 3}
{'短评内容': '环境舒适，交通便利，服务态度好，客房设备齐全。', '短评打分': 5}
{'短评内容': '酒店位置不错，但是条件比较差，隔音条件差，价格还行。', '短评打分': 1}
{'短评内容': '房间布置的太简单，看起来不温馨，但是使用起来也算方便！床和枕头的舒适度也可以！值得一说的反倒不是它的住宿，而是它食府里的菜肴，很便宜味道很不错！', '短评打分': 5}
{'短评内容': '档次有些低，服务不专业，入住的人员比较杂，临街的房间太吵，非临街的房间太简陋。', '短评打分': 1}
{'短评内容': '酒店设施非常好，交通非常方便，下次来还会入住。。。。', '短评打分': 5}
{'短评内容': '附近最好的酒店了\n价格也不错\n不过挑房间的时候注意点，有的房间比较吵。\n楼下就是吃饭的，很方便', '短评打分': 5}
{'短评内容': '就是价格太高', '短评打分': 3}
{'短评内容': '   还行', '短评打分': 3}
{'短评内容': '  房间还比较大', '短评打分': 3}
{'短评内容': '地点不错，靠近车站，楼下的餐馆的东西还可以。\n房间整洁，性价比不错。', '短评打分': 5}
{'短评内容': '提供网线，但是觉得不方便，建议用无线网。其他都很好，服务不错，环境也好，交通方便。', '短评打分': 5}
{'短评内容': '+床铺有点硬,隔音效果差点!', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '感觉挺好，就是低下的餐厅一个人吃饭的时候没合适的套餐可点', '短评打分': 5}
{'短评内容': '还行！', '短评打分': 3}
{'短评内容': '很不错\r\n推荐\r\n楼下的东东也蛮好吃\r\n还不贵', '短评打分': 3}
{'短评内容': '在随州，推荐入住', '短评打分': 5}
{'短评内容': '交通很方便 在楼下就有到新火车站的专线 酒店的服务很周到 一楼就有餐厅可以送餐很方便 下次还会住这', '短评打分': 3}
{'短评内容': '酒店位置很好 服务也不错 就是搞卫生的阿姨太糊弄事了 桌子和地板都不擦 掉在地上的食品渣 好几天一直在地上也不清理 我是住12楼的 不知道其他层的怎么样', '短评打分': 3}
{'短评内容': '位置很不错 房内设置有点太简单了 显得屋子很空旷 凳子太硬了 不过服务还是很好的', '短评打分': 5}
{'短评内容': '房间里零食和水都没有，很空 只有床。。。。。。住的很无聊。 但是服务员服务很好', '短评打分': 5}
{'短评内容': '房间很大,虽然设施较简单但干净,最好的是其一楼是自己的饭馆,东西好吃也不贵,在随州来说,经济型酒店屈指可数,这家真是不错,比如家等常见酒店要好许多.', '短评打分': 5}
{'短评内容': '酒店环境比较好，房间比较大，价格也是绝对超值', '短评打分': 5}
{'短评内容': '办事顺利，心情也好，在艳阳天请朋友吃一餐饭，还挺好，价格也不贵，服务好，最后还送了一个水果，虽然不管钱，但感觉心里很面子，有一点除了吃饭住宿就是没有其他娱乐项目，还好服务员介绍附近就有KTV，挺方便，呵呵', '短评打分': 3}
{'短评内容': '上一次到艳阳天住了两天，给酒店提了一些建议，因为领早餐券的事感觉慢了一些，还冲服务员发了脾气，当时酒店的经理及时出现向我道歉，很快解决了问题，我也提出了我的看法和建议，经理很感谢我的建议，并表示一定向公司反映。\r\n这次我还到艳阳天，明显的感到服务的态度有改进，比上一次成熟和进步了，让人感觉不错，因为服务没有认出我，所以我想看看上次碰到的问题有没有改进，没想到这次领早餐券，虽然还是有人在前台等，但已', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': '房间很简洁简单,很干净,经济型酒店也就这样,性价比还不错,比较满意.', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '都不错 就是靠马路有点吵', '短评打分': 5}
{'短评内容': '总得来说一般了，没有免费电话打，说是可以免费提供上网，入住才知道是提供免费上网，但没说提供电脑，哦...我晕倒。', '短评打分': 1}
{'短评内容': '地方型的酒店不错了，苛求太多也做不到?这家酒店基本还不错?但就是管理没流程、不到位，人员态度问题，其它的基本满意?\r\n问有无干洗衣服，竟得到的答案是，我们是经济型酒店，没有?只有水洗?\r\n电话无开通国际长途?只有市话、国内长途\r\n早餐卷非得要早上拥挤排队拿，晚上拿不行?\r\n一定要投诉才有改善?\r\n\r\n\r\n', '短评打分': 1}
{'短评内容': '房间很好可以上网,而且上网速度很快,卫生很好,在随州这家酒店算是很不错的了,性价比很好.', '短评打分': 3}
{'短评内容': '非常好的酒店。交通便利，房间很宽敞。服务很好，他们是有带电脑的房间的，入住时在前台问一下就可以了。', '短评打分': 5}
{'短评内容': '上网速度比较快。', '短评打分': 5}
{'短评内容': '厕所洗澡的位置应该设玻璃，不应该用布帘', '短评打分': 5}
{'短评内容': '交通是方便，在老火车站门口，属于地标型性位置，有多条公交线路，离新火车站方便，距离两个长途客运站几分钟，房间安全，卫生可以，布置简洁，上网速挺快，服务人员的态度不错，吃饭方便，不用出房间就可以吃饭，实在方便，餐厅菜肴色香味俱佳，经济实惠。下次出差还来艳阳天，朋友们可去感受一下我的品味如何。', '短评打分': 5}
{'短评内容': '酒店房间里的设施设备很简单,感觉比较空旷,卫生和人员服务都还可以,价格方面也还是可以接受的.', '短评打分': 3}
