{'descr': '该宾馆条件差服务差是有生以来没有遇见过。', 'star': 3}
{'descr': '卫生还是比较干净,房间布置比较温馨,确有如家的感觉,唯一不足就是停车不方便.另外,大堂的那位经理服务态度比较差,倒是另外办理入住登记的一位小伙子服务很好', 'star': 5}
{'descr': '卫生还是比较干净,房间布置比较温馨,确有如家的感觉,唯一不足就是停车不方便.另外,大堂的那位经理服务态度比较差,倒是另外办理入住登记的一位小伙子服务很好', 'star': 5}
{'descr': '交通便利，位置很好，房间也挺干净的，就是毛巾黑黑的', 'star': 5}
{'descr': '交通便利，位置很好，房间也挺干净的，就是毛巾黑黑的', 'star': 5}
{'descr': '环境很好，很干净很舒服，交通也比较方便，门口就是公交站点，性价比高', 'star': 5}
{'descr': '环境很好，很干净很舒服，交通也比较方便，门口就是公交站点，性价比高', 'star': 5}
{'descr': '很不错，房间大，敞亮，也很新。要是服务态度更好点就perfect了。', 'star': 5}
{'descr': '很不错，房间大，敞亮，也很新。要是服务态度更好点就perfect了。', 'star': 5}
{'descr': '坐落在浦东主干道东方路靠近兰村路，交通很便捷，广告位置很明显，内部环境就是如家风格', 'star': 5}
{'descr': '坐落在浦东主干道东方路靠近兰村路，交通很便捷，广告位置很明显，内部环境就是如家风格', 'star': 5}
{'descr': '① 位置还不错，离6号线3号出口不算远，走路五分钟，到世纪大道一站地的路程，转机场或人民广场都方便；地铁出口旁边还有世纪华联超市，路对面有很多餐馆，吃饭也算方便；\n② 酒店装修挺好，房间很干净。温馨提示很到位，挺人性化的；\n③ 酒店服务也不错，很热情，见到人就问您好，呵呵，有一次还吓了我一跳！\n④ 早餐一般，但也能吃饱，不挑剔的话过得去；\n⑤ 价格上跟上海其他同等酒店相比，不算太高，中等水平吧。\n', 'star': 5}
{'descr': '① 位置还不错，离6号线3号出口不算远，走路五分钟，到世纪大道一站地的路程，转机场或人民广场都方便；地铁出口旁边还有世纪华联超市，路对面有很多餐馆，吃饭也算方便；\n② 酒店装修挺好，房间很干净。温馨提示很到位，挺人性化的；\n③ 酒店服务也不错，很热情，见到人就问您好，呵呵，有一次还吓了我一跳！\n④ 早餐一般，但也能吃饱，不挑剔的话过得去；\n⑤ 价格上跟上海其他同等酒店相比，不算太高，中等水平吧。\n', 'star': 5}
{'descr': '性价比很高的酒店，酒店交通也算方便，就是隔音不太好', 'star': 5}
{'descr': '性价比很高的酒店，酒店交通也算方便，就是隔音不太好', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '除了房间的隔音效果不是很好以外，剩下的都很好', 'star': 5}
{'descr': '除了房间的隔音效果不是很好以外，剩下的都很好', 'star': 5}
{'descr': '很卫生！距地铁很近！房间也很宽敞！店前就是公交车站，不错的酒店！', 'star': 5}
{'descr': '很卫生！距地铁很近！房间也很宽敞！店前就是公交车站，不错的酒店！', 'star': 5}
{'descr': '卫生挺好 地铁得走几分钟 周边吃的较少 最近得是一个小肥羊火锅 味道还行 价钱也不算贵 大概要走7，8分钟 在鹅山路口 再往前走到第2个红绿灯那条路上吃的更多一点 口味比较重的朋友可以吃湖南菜 其他的都还行', 'star': 5}
{'descr': '卫生挺好 地铁得走几分钟 周边吃的较少 最近得是一个小肥羊火锅 味道还行 价钱也不算贵 大概要走7，8分钟 在鹅山路口 再往前走到第2个红绿灯那条路上吃的更多一点 口味比较重的朋友可以吃湖南菜 其他的都还行', 'star': 5}
{'descr': '空调太旧了，睡觉很吵，，，，，，，，，，，，，', 'star': 1}
{'descr': '空调太旧了，睡觉很吵，，，，，，，，，，，，，', 'star': 1}
{'descr': '可能是世博期间，价格有点高。其他服务均可！', 'star': 3}
{'descr': '可能是世博期间，价格有点高。其他服务均可！', 'star': 3}
{'descr': '房间还可以。干净，洗手间干净，好。服务员很亲切，环境不太好。', 'star': 5}
{'descr': '房间还可以。干净，洗手间干净，好。服务员很亲切，环境不太好。', 'star': 5}
{'descr': '距离地铁6号线浦电路站大约200-300米，交通比较方便。去世博会也比较近，大约4站。', 'star': 5}
{'descr': '距离地铁6号线浦电路站大约200-300米，交通比较方便。去世博会也比较近，大约4站。', 'star': 5}
{'descr': '很不错的商务酒店，2010年装修的，房间新，房间也很大，走路几分钟就到地铁站，出门就是公交车站，去世博会在门口就可以坐车，安保系统很好！晚上睡觉很静，因靠近河边，晚上休息没吵声！', 'star': 3}
{'descr': '很不错的商务酒店，2010年装修的，房间新，房间也很大，走路几分钟就到地铁站，出门就是公交车站，去世博会在门口就可以坐车，安保系统很好！晚上睡觉很静，因靠近河边，晚上休息没吵声！', 'star': 3}
{'descr': '房间较大，坐公交车、地铁都很方便；房间实施较新！', 'star': 5}
{'descr': '房间较大，坐公交车、地铁都很方便；房间实施较新！', 'star': 5}
{'descr': '不错的经济型连锁酒店.私人出游住宿的理想住处.', 'star': 5}
{'descr': '不错的经济型连锁酒店.私人出游住宿的理想住处.', 'star': 5}
{'descr': '地点不错，离地铁站很近。房间稍微小了点，但总体感觉还不错，算是经济实惠的选择', 'star': 5}
{'descr': '地点不错，离地铁站很近。房间稍微小了点，但总体感觉还不错，算是经济实惠的选择', 'star': 5}
{'descr': '该酒店的位置很不错，离陆家嘴很紧。适合在陆家嘴附近出差的人，但是酒店附近吃饭及购物不是很方便。', 'star': 5}
{'descr': '该酒店的位置很不错，离陆家嘴很紧。适合在陆家嘴附近出差的人，但是酒店附近吃饭及购物不是很方便。', 'star': 5}
{'descr': '服务不错，位置很好，距离世博会很近，4站公交就到。', 'star': 5}
{'descr': '服务不错，位置很好，距离世博会很近，4站公交就到。', 'star': 5}
{'descr': '交通便利，性价比还可以。世博期间能住上不容易了。', 'star': 3}
{'descr': '交通便利，性价比还可以。世博期间能住上不容易了。', 'star': 3}
{'descr': '交通便利，还比较干净。', 'star': 5}
{'descr': '交通便利，还比较干净。', 'star': 5}
{'descr': '饭店的设施还不错，房间挺宽敞。员工很热情，感觉也很亲切。因为是在世博会期间，所以房价偏高。', 'star': 5}
