{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '好，位置优越，便利，经常住', '短评打分': 5}
{'短评内容': '很好，非常满意！', '短评打分': 5}
{'短评内容': '好好好很好', '短评打分': 5}
{'短评内容': '酒店在长治路与亲贤街交叉拐角处，标识不是很明显，停车在路对面停车场。周边吃饭，购物方便，酒店餐厅很不错。价格较适中', '短评打分': 5}
{'短评内容': '酒店在长治路与亲贤街交叉拐角处，标识不是很明显，停车在路对面停车场。周边吃饭，购物方便，酒店餐厅很不错。价格较适中', '短评打分': 5}
{'短评内容': '酒店在长治路与亲贤街交叉拐角处，标识不是很明显，停车在路对面停车场。周边吃饭，购物方便，酒店餐厅很不错。价格较适中', '短评打分': 5}
{'短评内容': '酒店在长治路与亲贤街交叉拐角处，标识不是很明显，停车在路对面停车场。周边吃饭，购物方便，酒店餐厅很不错。价格较适中。', '短评打分': 5}
{'短评内容': '不错，确认很快', '短评打分': 5}
{'短评内容': '还不错，已经用了好几次了。确认很快', '短评打分': 5}
{'短评内容': '不错，京东定酒店还是比较便宜的，服务也不错，很快', '短评打分': 5}
{'短评内容': '不错，比上次有很大改进', '短评打分': 5}
{'短评内容': '早餐很好，交通方便，推荐！', '短评打分': 5}
{'短评内容': '不错，第一次用', '短评打分': 5}
{'短评内容': '下单了，但到店前台没有查到，方便程度小于携程飞猪', '短评打分': 5}
{'短评内容': '前台薛经理很耐心和热心的帮忙解决遇到的问题', '短评打分': 5}
{'短评内容': '房间不错不大不小，很舒适，服务还不错位置很优越', '短评打分': 5}
{'短评内容': '房间卫生，整洁，位置好，早餐相当丰盛，服务还不错位置很优越', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '好 非常好', '短评打分': 5}
{'短评内容': '好 非常好', '短评打分': 5}
{'短评内容': '早餐不错，酒店还行，就是又被安排在角落里了', '短评打分': 4}
{'短评内容': '不错的酒店，为什么是15个字', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '这是一个刚开业的全新的酒店，外表普通，内部很好。服务态度较好，每日服务蛮好，网速中等。就是离开酒店时，没有及时提供发票，让人失望，幸亏几个小时以后反馈发票到位并及时寄出，让人感觉有诚信，值得推荐，下次会来住！', '短评打分': 5}
{'短评内容': '新酒店环境和设施都不错，就是房间里的冰箱不能用，服务员也插不上电源。还有就是当时没有开到发票。希望改进。', '短评打分': 5}
{'短评内容': '酒店不好找，后来发现酒店在长安大厦里。', '短评打分': 3}
{'短评内容': '新开的酒店，环境很好，服务也不错，开业第三天入住，还不能上网，有些细节方面需要加强，会更好，推荐', '短评打分': 5}
{'短评内容': '新酒店，很好！就是电梯慢。', '短评打分': 3}
