{'短评内容': '很好', '短评打分': 5}
{'短评内容': '离烟雨长廊才几米，客栈老板很热情，还给了从车站到古镇的三轮车费，还帮忙买了五折的进城门票，良心商家啊！', '短评打分': 5}
{'短评内容': '房间环境优雅，干净整洁，是我在西塘住过的最好的客栈，没有之一。', '短评打分': 5}
{'短评内容': '因为是临时决定去玩的，所以一切都挺仓促的，也没有提前订房，到西塘的时候是早上7点，（老板睡的正香被我一个电话呼起来的，其实挺不好意思的）由于正好赶上了一年一度的汉服节（意料之外的），房间还是挺紧张的，但老板二话没说就帮我预留了一间，所以在老板那寄存了行李，顺便蹭了个早饭就先行出去溜达了，临近午时告诉我房间收拾好了，老板得知我还有一个朋友要过来时主动提出说要帮我去接人，还帮我们买票（比携程上还优惠不', '短评打分': 5}
{'短评内容': '客栈的位置蛮隐蔽的，但是走进去房间出乎意料地很好，客栈老板人也超级热情，而且处于烟雨长廊，离酒吧街什么的都挺近的，晚上也不吵，个人觉得是很不错，性价比很高的客栈~', '短评打分': 5}
{'短评内容': '很好很温馨', '短评打分': 5}
{'短评内容': '客栈非常好找，就在烟雨长廊，距离酒吧街不远，但是一点都不吵。老板很好，开车到汽车站接的，给了一份西塘地图，讲解的很详细，离开时还仔细的告知应该坐什么车，房间还免费升级了，被褥干净舒适，不潮，满意。', '短评打分': 5}
{'短评内容': '有地暖！床舒服！不像别的客栈很潮湿', '短评打分': 5}
{'短评内容': '老板很热心，酒店位置很好，出行很方便快捷，下次再去还是订这个客栈。', '短评打分': 5}
{'短评内容': '位于景区中心，性价比不错，老板非常热情、周到。', '短评打分': 5}
{'短评内容': '位于景区中心，性价比不错，老板非常热情、周到。', '短评打分': 5}
{'短评内容': '位于景区中心，性价比不错，老板非常热情、周到。', '短评打分': 5}
{'短评内容': '位于景区中心，性价比不错，老板非常热情、周到。', '短评打分': 5}
