{'descr': '挺好', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '背街一侧能安静些，但一直有空调外挂机工作的声音，取暖挺好，不冷，不清楚为什么还有开一晚上空调的。周边出行，吃饭都比较便利。', 'star': 4}
{'descr': '确实不错的酒店', 'star': 5}
{'descr': '不要选临街一侧，车流声太吵。位置很好，就在地铁口，卫生方面，床表面看还可以，打开发现好几根头发，反正现在对卫生打扫也不能要求太高，星级酒店也都不好，何况快捷。人员服务还不错', 'star': 4}
{'descr': '卫生方便，交通便利', 'star': 5}
{'descr': '出昌平地铁站就看到了酒店，周边有昌平公园，游长城，航空博物馆交通都很方便。酒店设施一般，还舒适。', 'star': 5}
{'descr': '叔叔倒计时就地解决第几集', 'star': 5}
{'descr': '还是不错的，距离近，很方便的啊，价格便宜', 'star': 5}
{'descr': '服务态度很好，只不过房间有点小，门口隔音太差，走廊里说话都能听到！', 'star': 5}
{'descr': '环境不错，有种回家的感觉，灯光也特别有亲和力，服务特别周到。下次来了还回来。', 'star': 5}
{'descr': '房间太小，转身都困难！', 'star': 4}
{'descr': '在旁边昌平二中考试，定了个午休房，可休息4小时，性价比高。为了休息，没选阳面房间，中午休息的还算不错。', 'star': 4}
{'descr': '快捷酒店，方便性价比高就行。', 'star': 4}
{'descr': '不错', 'star': 5}
{'descr': '出门一直住如家，真的挺不错的！', 'star': 5}
{'descr': '还行吧，有时候觉得房间比较小。', 'star': 4}
{'descr': '卫生特别差！！！卫生间都没有收拾，全是毛发………真的是………服务还可以', 'star': 4}
{'descr': '服务到位卫生干净条件也很好', 'star': 5}
{'descr': '会计科目一开口就来咯哦哦哦健健康康', 'star': 5}
{'descr': '环境非常不错， 交通也十分便利', 'star': 5}
{'descr': '不错.............', 'star': 5}
{'descr': '隔音太差！！', 'star': 3}
{'descr': '还可以吧！位置处于闹事，太吵，下面商铺音乐舞曲那叫一个震天动地！环境还算干净。服务还好。', 'star': 5}
{'descr': '很好的服务，位置也不错。', 'star': 3}
{'descr': '室内干净整洁，装修很温馨，如家一直是出门首选的快捷酒店，住了两晚很舒适，闹市区夜间有点吵，不过不影响睡眠', 'star': 5}
{'descr': '总体感觉还不错，就是房间稍微小点。', 'star': 3}
{'descr': '挺好的，推荐，地理位置也不错，就是隔音稍微差一点', 'star': 5}
{'descr': '房间不错，干净清洁，美中不足就是没有有点小，没有饮水机。', 'star': 5}
{'descr': '环境还行，交通也方便，服务也很好，比较干净。', 'star': 5}
{'descr': '比较干净，性价比很好，在昌平是值得一去的酒店', 'star': 5}
{'descr': '位置很好，很容易找到。房间不大但很温馨，房间卫生好，干净整洁。缺点是门前几乎没有停车的车位。', 'star': 5}
{'descr': '价格实惠', 'star': 3}
{'descr': '交通便利', 'star': 3}
{'descr': '房间很大，还是一如既往的干净。。。交通也很方便', 'star': 5}
{'descr': '很干净，很舒服，只是房间稍微有点小，下次还选如家', 'star': 5}
{'descr': '如家的风格一如既往——干净、设施齐全，服务态度好，淋浴的水很好很冲。', 'star': 5}
{'descr': '很干净，房间里设施齐全，尤其是灯光，很明亮，处处体现了如家让客人贴心的理念。卫生间虽然不大但设计合理，花洒的水很冲，水温很好。服务员的态度也很好。总之，喜欢如家，一如既往。', 'star': 5}
{'descr': '很好，我喜欢。和女友一起去，好温馨。。。。', 'star': 5}
{'descr': '房间干净整洁，服务也不错', 'star': 3}
{'descr': '就在政府街上，附近商场很多，门口就是公交站。很方便。', 'star': 5}
{'descr': '整洁，安静，只不过这次的房间信号不太好，希望下次改进。一如既往的选择，一如既往的支持！', 'star': 5}
{'descr': '我跟爸爸妈妈订了一间标准间，爸爸妈妈睡一床，我自己睡一床，我很舒服，他们很挤哈哈哈！床挺软挺舒服的，就是屋子有点小，不过如家都是这样啦！温馨~主要是离南大街逛街比较近，这是我预订这间房的最重要原因！！！', 'star': 5}
{'descr': '很不错呢，就是不知道为什么房间里总是那么热，不过整体还是不错的，在昌平还是挺方便的', 'star': 5}
{'descr': '交通还算方便 门口有几个停车位 不过一般都不空 可以停到对面的地下停车场 房间设施略显陈旧 服务态度不错 酒店旁边有加州牛肉拉面', 'star': 3}
{'descr': '去昌平一直住的这家店，感觉很舒服，环境干净，服务很好，交通也非常方便，门口便是公交车站。', 'star': 5}
