{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '非常不错(*๓&acute;╰╯`๓)♡', '短评打分': 5}
{'短评内容': '上午出行非常方便  整洁', '短评打分': 5}
{'短评内容': '第一次出远门，听朋友介绍说如家快捷酒店好，果真眼前一亮，各方面都好，如果有自己的停车场就更好了。', '短评打分': 5}
{'短评内容': '交通方便，干净卫生！', '短评打分': 5}
{'短评内容': '位置好找，服务好', '短评打分': 5}
{'短评内容': '不错不错', '短评打分': 5}
{'短评内容': '离周口汽车站很近，交通方便', '短评打分': 5}
{'短评内容': '酒店预定流程不是很完美，可以绑定酒店会员就方便了！', '短评打分': 5}
{'短评内容': '不错的', '短评打分': 5}
{'短评内容': '很不错的酒店，下次出差首选。', '短评打分': 5}
{'短评内容': '干净，都挺好的', '短评打分': 5}
{'短评内容': '整体来说还是不错的，挺好，值得入住！', '短评打分': 5}
{'短评内容': '还不错吧！值得入住！交通很方便，离汽车站比较近！！！！！！！！！！周边吃饭的也很多啊！！！！！！！！', '短评打分': 5}
{'短评内容': '房间挺干净的，隔音效果不是很好', '短评打分': 5}
{'短评内容': '挺安静舒适的', '短评打分': 3}
{'短评内容': '应该算是新装修的吧！还不错！出去也挺方便的!如家，一如既往的好！', '短评打分': 5}
{'短评内容': '挺干净的 也很舒适 服务不错 就是空间有点小', '短评打分': 5}
{'短评内容': '各方面都还可以，但就是一进房间有股异味，因此还换了一间。', '短评打分': 5}
{'短评内容': '服务周到！认真，环境也相对地好一些！', '短评打分': 3}
{'短评内容': '蛮好的~住着蛮舒服的。嗯嗯~~服务也蛮好，环境也ok啊', '短评打分': 5}
{'短评内容': '房间挺干净温馨的。唯一不足的就是没有衣柜，隔音效果也不是很好！服务态度挺不错的。值得一住！', '短评打分': 3}
{'短评内容': '床好大，2m*2m，不错，停车在酒店门口人行道上，不是太方便，价格可以。', '短评打分': 5}
{'短评内容': '挺干净，也挺温馨。\n\n就是临街，很吵，隔音效果也不好，走廊里服务生打扫卫生的声音都能听到。 \n\n不过相比较周口这个地方，性价比还算是比较高的。', '短评打分': 5}
{'短评内容': '还算可以，就是太吵了，半夜货车的喇叭，楼下还是个菜市场，', '短评打分': 3}
{'短评内容': '酒店环境尚可，但是隔音效果极差，性价比不是很理想。', '短评打分': 3}
{'短评内容': '连锁酒店在周口这个价位相当划算，位置很好，环境也都很好', '短评打分': 5}
{'短评内容': '很好，就是隔音不好。隔音真的不是很好，没能吃的东西。', '短评打分': 5}
{'短评内容': '服务好～环境好～交通便利～酒店业又卫生～', '短评打分': 5}
{'短评内容': '很干净很不错哦，就是周边环境不大好呀，服务很好', '短评打分': 5}
{'短评内容': '还可以吧,就是有点吵', '短评打分': 3}
{'短评内容': '还不错。干净。', '短评打分': 3}
{'短评内容': '住店首要目的在于有一个舒适的休息。该店人员服务、房间设施等各方面都还中规中矩，但是该楼楼下是一个菜市场，每天凌晨2、3点开始，下面就已经有人在活动了。每天最热闹时候的早上6点多我都会被吵醒，而且该店似乎暂时还没有加装二层窗户的计划。所以从这一点上，我不推荐。另外，说两个点，缺点：早餐上，在我住过的如家酒店中，属于较低水平，牛奶都没见有；优点：客房服务人员再帮我打扫房间时，竟然主动帮我洗了衬衣和袜子', '短评打分': 1}
{'短评内容': '是因为出差才需要订酒店的，当时看评价离汽车站近就定了，到了之后发现的确离的很近，走走就到了，餐厅提供自助早餐，早餐的品种蛮多，菜也很多，足够吃饱，但是没有中晚餐，不过没关系，出了门右转，马路斜对面的欧派金帝咖啡可以就餐，有超值的商务套餐，38元就能吃得很好，饭菜很可口，不错，就是楼下是个菜市场，早上很早就开市了，不过也不影响，关上窗户照样可以睡得很安稳，就是卫生方面入住的时候发现几根头发，其他方面', '短评打分': 5}
{'短评内容': '房间干净卫生，位置也不错，离火车站汽车站都挺近。', '短评打分': 5}
{'短评内容': '房间很好很温馨，尤其卫生间很干净，整洁，洗澡水很大我最喜欢！', '短评打分': 3}
{'短评内容': '差！！！住的商务大房，临街的，吵的人根本睡不着觉。床单上还有头发，卫生也不知道怎么搞到，真差差差！！！', '短评打分': 1}
{'短评内容': '临街，下面是菜市场，半夜两三点就开始了！吵！', '短评打分': 5}
{'短评内容': '大体还干净的，但拖鞋味道非常严重，化学味十足。', '短评打分': 3}
{'短评内容': '还可以。还可以。还可以。还可以。还可以。还可以。', '短评打分': 5}
