{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '京东服务值得信赖，下次有机会出去旅游购买京东服务。唯一不足的是订购飞机票相关来源比较少，所以没能在京东购买。', '短评打分': 5}
{'短评内容': '还不错哦………………', '短评打分': 5}
{'短评内容': '酒店出行方便，刚装修，风格设计时尚，不好的是房间是围着停车场，晚上总有吵声，距离钟楼地铁站大约要走十多分钟，平时骑单车还可以，刚到拖着行李箱距离有点远。酒店环境还可以，淋浴水量很大，但卫生细节不太好，卫生间的头发总是打扫不干净，地面也很脏的感觉，最重要隔音不好，楼道说话声大点都会听到', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '多次入住，性价比很不错!呦进市中心', '短评打分': 5}
{'短评内容': '生活不能等待别人来安排，要自已去争取和奋斗，不论其结果是喜是悲，但可以慰藉你的是，你和你的孩子总不枉在这世界上白活了一场。', '短评打分': 5}
{'短评内容': '酒店环境不错，感觉隔音效果差一些，楼道里的声音晚上听的真真的', '短评打分': 5}
{'短评内容': '很不错，安静设施好被褥好，冰箱里还有免费饮料', '短评打分': 5}
{'短评内容': '还可以。价格实惠', '短评打分': 4}
{'短评内容': '很好。', '短评打分': 4}
{'短评内容': '整体还不错 大厅很有感觉 酒店旁边ktv略吵 有窗但是通风效果很差 很干燥', '短评打分': 5}
{'短评内容': '帮同事定的，同事说还不错', '短评打分': 4}
{'短评内容': '帮同事定的，同事说还不错', '短评打分': 4}
{'短评内容': '帮同事定的，同事说还不错', '短评打分': 4}
{'短评内容': '推荐指数五颗星！酒店就在省政府对面，交通便利。步行就能到钟、鼓楼，回民街。 房间很大，卫生条件也很好。大大的落地窗，很喜欢。', '短评打分': 5}
{'短评内容': '位置很方便，离钟鼓楼都不远，步行就可以到达。房间装修很独特，简单时尚，两个洗手池，很喜欢。房间每天送矿泉水和饮料，晚上还有夜宵，很棒。', '短评打分': 5}
{'短评内容': '酒店离鼓楼很近，走过去的路上有商业街也有小吃。有一点需要吐槽的是，我们到了以后还得等房间清理。等了很久，差不多半个多小时，他们是退一间住一间，就算我预定了也还是得等。房间卫浴分离这点很好，有两个洗脸槽。但总体房间还是有些局促。总体还是不错的。想离鼓楼近点的话，这家酒店还是值得推荐的。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '性价比超高', '短评打分': 4}
{'短评内容': '总体上来说马马虎虎, 装潢\\设备太老了. 不过离东大街挺近的.', '短评打分': 5}
{'短评内容': '酒店整体说来整理的还不错，环境还行！还算可以，就是价格太贵了，最好有协议。。。', '短评打分': 5}
{'短评内容': '这个位置不错，对着省政府大门，距离钟楼也很近。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
