{'短评内容': '很好', '短评打分': 5}
{'短评内容': '老板人非常好，第二天早上的面也是非常香...10元至少给了5两的分量，我竟然吃完了', '短评打分': 5}
{'短评内容': '差评！理由不用多说了！你们家的还行，你那儿住不下的 安排到另外一家的就不说了，就那水平，乡下的猪圈都比那儿好！非常差的旅行体验，以后不会再去！！！', '短评打分': 1}
{'短评内容': '不错，老板人很好，多次免费接和送到游客中心', '短评打分': 5}
{'短评内容': '总的来说还可以吧，什么价什么服务；吃的，特别是雅鱼最好事先了解下', '短评打分': 4}
{'短评内容': '菜品味道一般，老板服务态度好。', '短评打分': 5}
{'短评内容': 'Location is great, you have a beautiful view from the balcony. The food is cheap and very delicous. Only 10min walking to the Pandas. Owner is very friendly and helpful. Alltogether we had a perfect s', '短评打分': 5}
{'短评内容': '第二次来了，老板还是那么热情。还是那种回家的感觉。', '短评打分': 5}
{'短评内容': '环境不错，老板热情，景区漂亮。', '短评打分': 5}
{'短评内容': '朋友推荐的，环境很不错，价格公道，味道正宗。值得推荐。', '短评打分': 5}
{'短评内容': '骗子酒店，根本不是携程网上的酒店图片样子，奸商以好图片拉到生意后，安排到条件很差很差的农家乐，去得晚必须要住，没办法被坑了', '短评打分': 1}
{'短评内容': '这家接待能力十分有限，应该是和其它农家乐联合起来接待的，只不过网上都显示的是这家的信息。我们预订了2间房而且房费都预付了的，到了地方老板告知房间不够了，把我们安排到另一家农家乐，我们一行人很无奈也只有妥协，好在安排的地方还是可以接受。让人生气的是老板明知道房间不够也不说，有点上当的感觉。', '短评打分': 3}
