{'短评内容': '很好', '短评打分': 5}
{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '挺不错的', '短评打分': 5}
{'短评内容': '房间太多的灰尘，卫生环境极差！', '短评打分': 2}
{'短评内容': '各个方面很不错！', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '位置不错，就是有些旧了', '短评打分': 5}
{'短评内容': '很棒的酒店，价格不错，再一个视野很棒！', '短评打分': 5}
{'短评内容': '酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。', '短评打分': 5}
{'短评内容': '酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。', '短评打分': 5}
{'短评内容': '酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。酒店环境不错。', '短评打分': 5}
{'短评内容': '老五星，总体感觉还不错', '短评打分': 4}
{'短评内容': '老五星，总体感觉还不错', '短评打分': 4}
{'短评内容': '老酒店了', '短评打分': 3}
{'短评内容': '酒店服务没得说，前台接待效率很高，还给升级了房间，把普通房间升级成了套房，就是房间的床垫很普通，有点略廉价。', '短评打分': 5}
{'短评内容': '比较不错呀', '短评打分': 5}
{'短评内容': '因为航班改签临时订的房，在奥森跑完步过去很近。打开房间门有点意外，居然是个套间，性价比高，交通也很方便，周边吃的，购物中心都有，去机场方便。', '短评打分': 4}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 4}
{'短评内容': '酒店不错', '短评打分': 5}
{'短评内容': '面积严重低于标示的40平方米！只有20最多了。卫生间非常狭小！ 洗澡毛巾低档劣质。严重不推荐！2319房间，行政楼层。', '短评打分': 2}
{'短评内容': '还不错，早餐挺好，房间有点旧，但也还算舒适，最大的优点是交通比较方便', '短评打分': 5}
{'短评内容': '挺好的，地段好，服务一般，早餐挺好，因为工作的原因选择这间酒店，所以要求不高', '短评打分': 5}
{'短评内容': '房间舒适，出行也方便，价格算合适，早餐不咋地。', '短评打分': 5}
{'短评内容': '酒店服务很好,出行交通方便', '短评打分': 3}
{'短评内容': '酒店还不错，就是早餐有点儿贵。不太好打的。                                                                                                                                         ', '短评打分': 5}
