{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '还不错，就是空调冷了点，晚上睡觉最好不要开空调，', '短评打分': 5}
{'短评内容': '态度冷漠', '短评打分': 4}
{'短评内容': '房间很干净，酒店位置很好，出门就住汉庭酒店', '短评打分': 5}
{'短评内容': '离周边我要去的地方超级近，而且早饭晚饭也都放便', '短评打分': 4}
{'短评内容': '还不错吧，方便', '短评打分': 4}
{'短评内容': '空气不好，装修很老，卫生很差，不会再住第二次', '短评打分': 1}
{'短评内容': '还行吧，，，', '短评打分': 5}
{'短评内容': '不错挺好的，，，，', '短评打分': 5}
{'短评内容': '经济实惠，经常住', '短评打分': 4}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '不過不失', '短评打分': 3}
{'短评内容': '热水刚开始都是铁锈。脏死了。', '短评打分': 3}
{'短评内容': '好 好 好', '短评打分': 5}
{'短评内容': '设施老旧', '短评打分': 3}
{'短评内容': '放假还算干净，服务态度不错，就是空调不怎么给力', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '总体来说还好', '短评打分': 4}
{'短评内容': 'NICE', '短评打分': 5}
{'短评内容': 'NICE', '短评打分': 5}
{'短评内容': '酒店倒是干净，但是实在是太吵了，住在五楼的超级大床房，早上六点就被外面巨大的车声给吵醒了，出差的时候是无论如何也不要再住这种临大路的酒店了', '短评打分': 1}
{'短评内容': '感觉还不错，房间空间蛮大，交通也离西湖也不是太远，而且信义坊就在边上，晚上可以到酒吧呵呵酒很方便。', '短评打分': 5}
{'短评内容': '整体设施一般，服务员服务意识不强。我朋友乘车久了不舒服在大堂吐了，服务居然叫我们自己去打扫，给我们几个人说了以后才一起打扫，从来没碰到过这样的服务，而且价格偏高。以后不会再住汉庭了。', '短评打分': 1}
{'短评内容': '位置方便，房间有点小，但还整洁，关键不贵，不错', '短评打分': 5}
{'短评内容': '服务很好  设施使用很便利  颜色也清爽  住着很舒服  出行的首选', '短评打分': 3}
{'短评内容': '定的百元房。房间挺大的，楼层也挺高听不见街上的喧哗声，还不错。就是房间位置在电梯边上有点别扭，不过听不见外面的声音，还好~酒店位置不在市中心，但交通还算便利，去西湖、火车站、武林广场的机场大巴都有公交直达。\n总体比较满意！', '短评打分': 5}
{'短评内容': '入住时感受不好，工作人员比较冷漠。硬件也就这样了，床太硬，下次宁愿多花些钱去住舒服点的地方。', '短评打分': 1}
{'短评内容': '服务和设施不错，就是临近马路，比较吵闹。', '短评打分': 5}
{'短评内容': '挺好的,', '短评打分': 3}
{'短评内容': '很好。', '短评打分': 3}
{'短评内容': ' 我已入住', '短评打分': 3}
{'短评内容': '特价房还不错，房间够大，还有窗户，比上海的特价房好多了～', '短评打分': 5}
{'短评内容': ' 住的是大床房，住了两晚，卫生可以，隔音不是很好，服务挺好的，住住还行。', '短评打分': 3}
{'短评内容': '态度很好，服务也好。乱七八糟的卡片杜绝下', '短评打分': 5}
{'短评内容': '总体不错。但是双人间就一张大床。要是两张就好了!!', '短评打分': 3}
{'短评内容': '这家酒店的工作人员服务意识不很强，尤虽说是汉庭的全季酒店，按照四星级标注建造，但酒店的硬件也不行，由于地段较偏，周边空气不佳，入住体验极差。', '短评打分': 1}
{'短评内容': '服务挺好的，酒店也不错哦！下次预订是否有价格优惠的。', '短评打分': 5}
{'短评内容': '还不错，很干净，床很大很舒服，卫生间也很漂亮，洗澡水很大，温度很好。房间给人整体感觉很好，是预约的百元房入住的，很超值。酒店位置也不错，去延安路逛街很方便。旁边的丁哥黑鱼馆人超多，去的话一定早去，我们就等上菜等了40分钟', '短评打分': 5}
{'短评内容': '一般~~房间的床太硬‘外面的声音太吵’后来换了房间还可以；', '短评打分': 1}
{'短评内容': '房间很舒适，东西很齐全，下次还去。', '短评打分': 3}
{'短评内容': '，房间太小了，服务一般。', '短评打分': 3}
{'短评内容': '住的是周日的百元房 是大床房 进入房间后确实比较惊喜 简约干净 该有的设施也都很齐全 卫生间也配备电吹风 觉得性价比超高 就是大床上只有一条被子 爸妈睡惯了一人一条被子 就问前台又拿了一条 汉庭的电梯进去都要拿房卡刷一下 才能按楼层 避免了闲杂人等随意出入 安全工作也算做足了 非常满意 所以特地啰啰嗦嗦来写一堆点评 强烈推荐', '短评打分': 5}
{'短评内容': '位置比较偏，设施还行，比较有印象的是保洁很热情，赞一下，但下次会住市区那个近的', '短评打分': 5}
{'短评内容': '是非常不错的酒店，吃住玩各个方面都很方便，下次还住', '短评打分': 5}
{'短评内容': '不错，很干净，赞一个,帮朋友订的，朋友说不错', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '一直认为是不错的酒店，生意好所以停车还是有点问题', '短评打分': 5}
{'短评内容': '酒店的服务很到位,也很周到,位置不错挺方便出行的,硬件各方面也可以,整体感觉还是不错的.', '短评打分': 5}
{'短评内容': '有点遗憾，订了大床房，到那里说没有了，被迫改成了标间，总体设施什么还好可以，但也不巧，遇到周边道路施工，一早就被吵醒了。。。唉，遗憾为主。', '短评打分': 5}
{'短评内容': '不错，就是离西湖有点远', '短评打分': 3}
{'短评内容': '离西湖稍远，其它还可以。', '短评打分': 5}
{'短评内容': '服务 卫生都不错  价格也合理  位置离西湖稍有点远  ', '短评打分': 5}
{'短评内容': '位置有点偏', '短评打分': 5}
{'短评内容': '酒店设施和服务都很好，大厅有电脑可以上网，就是位置一般。', '短评打分': 3}
{'短评内容': '酒店设施和服务都很好，而且大厅有电脑，可以随时上网，很方便，就是位置离西湖有点远。', '短评打分': 3}
{'短评内容': '酒店很好，就是位置一般', '短评打分': 5}
{'短评内容': '这家酒店就是隔音效果不是很好，其他方面还是不错，服务卫生方面还是达标的，价格方面我感觉偏高些了。。', '短评打分': 5}
{'短评内容': '酒店还蛮不错的，卫生打扫的很干净，感觉很清爽，住起来蛮舒服的说。', '短评打分': 5}
{'短评内容': '交通方便,服务人员比较热情,大厅有书籍可以借阅.', '短评打分': 5}
{'短评内容': '住了两次，很不错的。', '短评打分': 3}
{'短评内容': '设施很新，就是有点远。', '短评打分': 5}
{'短评内容': '除了在马路边。晚上有点吵。。其他都没什么问题', '短评打分': 5}
{'短评内容': '酒店的服务卫生都还不错，价格合理适中的，位置交通出行方便。房间的配置还是比较不错的整体来讲算是比较不错的酒店，值得推荐入住。', '短评打分': 3}
{'短评内容': '一个字，吵！临近马路，晚上两三点外面车辆还是一辆辆呼啸而过，早上不到六点就被公交车报站声吵醒！\r\n', '短评打分': 1}
