{'短评内容': '很好', '短评打分': 5}
{'短评内容': '卫生还是不错的，有停车位', '短评打分': 5}
{'短评内容': '过去还是一家性价比挺高的酒店。现在是越来越差', '短评打分': 1}
{'短评内容': '正佳酒店现名今日酒店，友好医院对面，晚上十一点多去的，不难找。房间挺干净，我订的大床舒适，卫生间整齐，吹风筒不好用，风力小，易断电，开了空调睡觉，机器声音太响。', '短评打分': 4}
{'短评内容': '还可以酒店', '短评打分': 3}
{'短评内容': '周边算是好的了', '短评打分': 4}
{'短评内容': '有些偏 离地铁站远', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店太差了，跟个私人小旅店似的。', '短评打分': 2}
{'短评内容': '还好还好！', '短评打分': 5}
{'短评内容': '贵了！店里便宜', '短评打分': 5}
{'短评内容': '十 入住了，感觉还不错，可网上不能订他们的电脑房', '短评打分': 3}
{'短评内容': '差，1.酒店隔音太差，吵！2.房间有小强出没。3.客房没有纸巾。4.电视节目频道少，我就是想当天开房看欧洲杯决赛，结果告知没有体育台，也不能调台，因为已经锁定。5.下午2点退房，12点就打电话上来叫退房，电话挂掉后马上给房间断电，逼顾客离开。6.莫名奇妙就发现账单上扣费了，问了才说喝了房间的水。明明没喝又强硬说少了一瓶肯定是顾客喝的。几经转折找主管找客房服务员才说忘记补充客房瓶装水了。', '短评打分': 1}
