{'短评内容': '好，好好，非常好！', '短评打分': 5}
{'短评内容': '3号服务好。酒店床很舒服', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '位置很好，房间也不错，出差首选', '短评打分': 5}
{'短评内容': '好，很好，非常好！', '短评打分': 5}
{'短评内容': '酒店服务态度挺好的，位置就在文昌阁附近，仙鹤寺对面，出门很方便，晚上还可以去逛逛街，房间空调也很暖和', '短评打分': 5}
{'短评内容': '9号服务还不错.......', '短评打分': 5}
{'短评内容': '前台九号六号服务很好', '短评打分': 5}
{'短评内容': '3号服务好。。。。。。。。', '短评打分': 5}
{'短评内容': '3号服务好。。酒店很好。 服务不错', '短评打分': 5}
{'短评内容': '3号服务好。。。。。。', '短评打分': 5}
{'短评内容': '3号服务好。....................', '短评打分': 5}
{'短评内容': '大扬州性价比最高的一家酒店 经济实惠兼具环境好位置好干净卫生整洁舒适 一连住了好几天 还是下次的首选', '短评打分': 5}
{'短评内容': '二号十号员工很好', '短评打分': 5}
{'短评内容': '二号十号好。酒店不错', '短评打分': 5}
{'短评内容': '好，很好，非常好！', '短评打分': 5}
{'短评内容': '好，很好，非常好', '短评打分': 5}
{'短评内容': '温馨，价格还很便宜，前台的1号和8号美女人很不错哦，服务也很好～', '短评打分': 5}
{'短评内容': '宜必思的服务是秒杀其他家，京东开票也很方便。', '短评打分': 5}
{'短评内容': '好，很好，非常好，越来越好！', '短评打分': 5}
{'短评内容': '房间很干净，5号前台服务很好', '短评打分': 5}
{'短评内容': '房间很干净，前台3号服务很好', '短评打分': 5}
{'短评内容': '期待中期待中期待中期待中期待中期待中期待中期待中期待中期待中期待中期待中期待中期待中期待中', '短评打分': 5}
{'短评内容': '好，很好，非常好，越来越好！', '短评打分': 5}
{'短评内容': '帮爸妈定的，非常满意，酒店地点离景点近出行方便！房间宽敞明亮卫生整洁，价格优惠性价比极高！非常满意，', '短评打分': 5}
{'短评内容': '很遗憾，因为行程改变没有去住，打京东客服电话取消了，给京东的效率点赞', '短评打分': 5}
{'短评内容': '住了两晚，我建议最好只住一晚就换地，第二天打扫没有换床单被套，卫生纸没有加，矿泉水第一天喝掉了第二天没有补上，擦手巾第一天用过第二天也没有换，卫生让人堪忧。下次不会再选择这里了，谢谢', '短评打分': 1}
{'短评内容': '房间小了点，但除此以外就没毛病了，服务很贴心，周到热情，地理位置好，离瘦西湖 文昌阁 很近，就在老城区中心，价格还实惠', '短评打分': 5}
{'短评内容': '酒店本身不错，第二次入住了，京东价格也给力', '短评打分': 5}
{'短评内容': '还不错，如果楼道里也能开空调就更好了。', '短评打分': 5}
{'短评内容': '非常好，价格不贵，房间很好', '短评打分': 5}
{'短评内容': '还不错，性价比很高，下次多来点活动就好了', '短评打分': 5}
{'短评内容': '服务好  还干净 坐车也方便', '短评打分': 5}
{'短评内容': '酒店很好 服务很好 也很干净', '短评打分': 5}
{'短评内容': '挺好的 经常去', '短评打分': 3}
{'短评内容': '去年端午去扬州玩住的这家，今年清明去玩果断还选这家。推荐！', '短评打分': 5}
{'短评内容': '很不错！', '短评打分': 5}
{'短评内容': '很好，非常舒服！', '短评打分': 5}
{'短评内容': '很好，非常舒服！', '短评打分': 5}
{'短评内容': '还不错 简单 干净 舒服 喜欢', '短评打分': 5}
{'短评内容': '房间不错了，挺满意的啊', '短评打分': 5}
{'短评内容': '&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;', '短评打分': 5}
{'短评内容': '非常好，非常好，非常好。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '房间干净、服务态度也好、每次都会选择这里', '短评打分': 5}
{'短评内容': '环境很不错，卫生很好，第一次住这家酒店，以前出去旅游都是住如家 七天 汉庭那些酒店，感觉这家酒店比那些酒店好很多，以后出去玩都会选择这家酒店', '短评打分': 5}
{'短评内容': '前台6号7号服务好 满意', '短评打分': 5}
{'短评内容': '酒店的位置很好，楼下就是公交车站，很便利，周边有毛牌楼，肯德基等，吃饭方便，床品舒服，办理入住很快捷，不错', '短评打分': 4}
{'短评内容': '前台8号6号服务好 满意', '短评打分': 5}
{'短评内容': '前台8号6号服务好 满意', '短评打分': 5}
{'短评内容': '前台8号6号服务好 满意', '短评打分': 5}
{'短评内容': '好评 以后还会再来的', '短评打分': 5}
{'短评内容': '总体还可以吧', '短评打分': 4}
{'短评内容': '挺不错的', '短评打分': 5}
{'短评内容': '酒店很干净，靠近市区，交通很方便！', '短评打分': 5}
{'短评内容': '酒店很干净，靠近市区，交通很方便！', '短评打分': 5}
{'短评内容': '干净、卫生，服务员态度好。周边公交线路多。带小朋友的还送小礼物，赞！', '短评打分': 5}
{'短评内容': '环境不错，装修比较新，感觉整齐。位置在扬州市中心，离各处景点都很近。价格比一般快捷酒店高，房间比较小。', '短评打分': 4}
